snapshot_date,snapshot_at_utc,market,token,outcome_index,wallet,outcome,amount,size
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,12271201066702671192512366723059850977877323787698905069269847136574521131200,0,0xa19cbababc312f9df185e49d7004c249ed1ade6b,Tokor,7752.46914,7752.46914
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,12271201066702671192512366723059850977877323787698905069269847136574521131200,0,0x1018fa33923d8b0f4b0f8a0822ee045d46027264,EgoVolae,6633.82016,6633.82016
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,12271201066702671192512366723059850977877323787698905069269847136574521131200,0,0x9aea85d0b70bff6cb980cbb22d2e70b141e6b686,POLO,3984.970289,3984.970289
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,12271201066702671192512366723059850977877323787698905069269847136574521131200,0,0x06ac70013cd0c7992ec830ad5df9f7f66d5b79ec,eastpak,3678.229483,3678.229483
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,12271201066702671192512366723059850977877323787698905069269847136574521131200,0,0xfc2f4f50ce2f6045d35558a5e2d8d4b2ac6610c7,0xFc2F4f50ce2F6045d35558A5E2D8d4b2aC6610c7-1769097007451,3600.0,3600.0
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,12271201066702671192512366723059850977877323787698905069269847136574521131200,0,0x6ffdf781b9fabc368137c1d835644f12b9a6a637,ng6000,3550.51,3550.51
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,12271201066702671192512366723059850977877323787698905069269847136574521131200,0,0x4bbe10ba5b7f6df147c0dae17b46c44a6e562cf3,How.Dare.You,3309.993554,3309.993554
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,12271201066702671192512366723059850977877323787698905069269847136574521131200,0,0x40604cb1f958c03bea0b18aa43e4cb0d62f33ec3,C03B,3124.299022,3124.299022
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,12271201066702671192512366723059850977877323787698905069269847136574521131200,0,0xf27de6607cbd15be1133619b9807ff63fb86e6d3,0xf27de6607Cbd19be1133619B9807ff63Fb86e6d,2999.917365,2999.917365
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,12271201066702671192512366723059850977877323787698905069269847136574521131200,0,0x11a1e9de18c36eb0991c9c3797aaaefc7ebe7afe,FrankA,2749.887692,2749.887692
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,12271201066702671192512366723059850977877323787698905069269847136574521131200,0,0x5b6331e7ff0831a3fe2ed12004747db1a9c911a4,neutralwave23,2687.477301,2687.477301
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,12271201066702671192512366723059850977877323787698905069269847136574521131200,0,0x5f45b60c29d6e4d55c0bfd8ddd39ad45c5e0a77a,0x5F45b60C29d6e4D55c0bFd8dDD39ad45C5e0a77A-1761473032186,2379.073701,2379.073701
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,12271201066702671192512366723059850977877323787698905069269847136574521131200,0,0x21f701a6d8febfd948f899114f2b9d9a8ef7e19f,0x21F701A6d8febFd948F899114f2B9D9a8ef7e19F-1760280914378,2200.0,2200.0
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0xc6e956068048c1cf98d8f0b3a495edc9da130741,luck00004,190000.020198,190000.020198
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0x86e99faea12fccd8925de5d9f052471baf7a4cdf,JUSTINHERBERTMVP,28787.351939,28787.351939
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0xe60f07a844bd18448eb3b23818f94bec1589f4b4,cryptoincome,12316.366185,12316.366185
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0x993c072519306017fe9a6b3ee6fa4a02b3056787,Jep-G,5999.989047,5999.989047
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0xac9b386454ed02ef205e0ebd189d8864fd02d4c5,tryingmyluckhere,4492.49,4492.49
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0x9dfe2f73d3c988a9d69df8fa0beb85651340b3dd,Moond,4248.604443,4248.604443
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0xbfe2ca560e558fa0d6868319e88cf84a076c8c49,Ceoooq,3138.775071,3138.775071
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0xe1b361d6a6f237b9ed7534d19b232df8369e1426,tja,2104.370677,2104.370677
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0xd426adbc3c4461c86099c26221c877f20e42334a,881112,2059.247414,2059.247414
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0x376441d19f56d43629d3872324dc2e648e13c5eb,m3t64 - 815,2056.07,2056.07
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0x1d5f88f1b97317cccad804374e5bd847512e634d,firegold,2000.53,2000.53
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0x5652090d21c85a9d1ca5b6a41fe07f3099fb00c9,AlphaBetaGamma2357,2000.0,2000.0
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0xc8ab97a9089a9ff7e6ef0688e6e591a066946418,ArmageddonRewardsBilly,1999.89554,1999.89554
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0xca88d64f331060ea470e473b687b26337facefb2,alexfunfunfun,1718.22,1718.22
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0x22517b9402db98d7b2d0fd09bbe961929476bf89,botparadise,1661.4,1661.4
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0x0a26054fe174697bf6be759c4b600fdb830d1851,BrevanHoward,1594.202896,1594.202896
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0x032eb1bc893940263ad0b01889f262fc232f2a9e,purplegatto,1518.0,1518.0
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0xd8d5289c35124b5353f5a10a28b8cc29aec38935,D8D5289c35124b5353f5A10A28B8cC29aEC38935,1299.980252,1299.980252
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0x43a6d60de9824e8ed8b0a2d851f49fcaf1e38b32,-Yang-,1111.966475,1111.966475
2026-08-20,2026-08-20T03:07:34Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,72231169683952703551810915209813949516292895904463184163961468355174735034878,1,0xa5c9c873e823b9ba5df249050780dd186cd241b5,fintrader,1071.255223,1071.255223
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0xbf961d0c79db0bf55050cadc0995835f09c09942,browne,19760.75161,19760.75161
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0x8a8bc9920202f24e6bcefdaf21dd9e297d9e375c,0x8a8bC9920202F24e6BcEfdaf21dd9e297d9E375c-1772569386028,5883.167217,5883.167217
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0xfb8f2d1cd6636fbe404d671a7350f571f42d842b,vvyvv,5485.991341,5485.991341
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0x54a78f8c6e64572111c5683a9efeed25a04c881b,Laurenman,2730.001906,2730.001906
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0xe27c1f399b451496845eef2a8cfd2c25715f51db,Peerusdenarus,2000.0,2000.0
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0xfd2b05928e63a513efda1e60d6d925b271e29ff9,Matelleti,2000.0,2000.0
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0x401ee31e9ebf9ab9f6315cd95faca5f950436fc9,Lolakis,1866.058892,1866.058892
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0xe8c4d68aff65b38cac46987b9b65e01eb47d395d,JAMJAMJAM4,1771.99,1771.99
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0xa9aca75fb5d8f04c2ec9eeb0eb0c30d2e526c5d1,suraxy,1718.833594,1718.833594
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0x1cfc260bfa2b5ae89377863180ca3b4f5c862111,lissartter,1689.49,1689.49
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0xa8c63f775ddbbe66b56614191747def3021444e8,Tenebrus7,1643.009164,1643.009164
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0x2117912fee43e703fe9626fc934ad8653cf39bed,erzhuron,1136.363633,1136.363633
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0x57b00c3ccef1b6bd6962fb9ca463c4e0b38e76f4,nchgbhy,1000.001862,1000.001862
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0xeca0c0888e34df59589c67fbe53dc7f298b5e8f8,StarMaster,1000.0,1000.0
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0xb51b3beffd13cde071ed799e70a7b0b598e8b4d9,cambridgeisaac,842.314232,842.314232
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0xd950ef37b32702061d63e44a8475c360193cad1b,Te0n2,800.0,800.0
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0x7c3db723f1d4d8cb9c550095203b686cb11e5c6b,Car,600.005554,600.005554
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0x836ffd95ef3cf3c7987612279b2152b11ce6906e,MrNoItAll,569.0,569.0
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0x9efdf8932077f748fa000ec4e74996829e21b227,zxdw,500.0,500.0
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,0,0x50656730c32b257f9f73442c04b79a3d3655f4f7,tsnycpm1,354.0,354.0
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0xeb22f4735df6bd5d14e1b5fd10faefa7757d808a,BigRabbit,19999.951185,19999.951185
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0xdf17f4a8dd01a4cfa6fc3da323a2baee5f8697d1,iguana7,10000.0,10000.0
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0x91784d82fbe4543459ee85fc9809be185d70a2b2,0x91784d82fbe4543459ee85fc9809be185d70a2b,4500.0,4500.0
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0x9592adb70397e9de67ba9abe6971e3f50fb7a7b8,meagainsttheworld,3305.408975,3305.408975
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0xb4fc3b8dfa7e5966df6d7ed8932e87eb46aaa926,endlesssss,2000.0,2000.0
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0xf9b71663d723d28fa455db659098e1dacde860a4,siick,1999.998371,1999.998371
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0xbfe23d7adb6f6108dba269d7e8f275675f531913,justT,1500.0,1500.0
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0xf18f338022da2ee5d6e71d7df69095ce5645294c,bnetopt,1209.25,1209.25
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0xfb08c6d4e676cf9542831890824c154fbab5ee59,coolcools,1200.0,1200.0
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0xd6a8f78e03f156228fb87fcb8bafea5b92fa58fd,rocky42005,1173.995605,1173.995605
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0x91fc54f2ae283dd4454b0bf52c8b208dedc20109,Abradox,1000.0,1000.0
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0x97cb3a7cef8eb9f7e5c1b549be4bdcb77e4bc910,Dellabc1,1000.0,1000.0
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0x2cc798c8eef1fae6266c5cda2bf2b607c5372385,Martys,999.99,999.99
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0x5011224f4848cb2cf2d87cf2b823551dfd0e220e,GCNO1,888.0,888.0
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0xb34b8c547021b42367fe15e38ec47732135a5d0e,12beduins,887.778499,887.778499
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0xbd87c160c223b93a2466ee012ef75c6569aa6bf9,ns139,633.4,633.4
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0x3ad404df6cc8beb6dd67e95af7c62050212383b8,Mbreti,555.555554,555.555554
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0x4e65b2b18057e294fecf47d4d1b80132eb960f3c,,500.0,500.0
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0x78ae9adc4b9669f290524a09006f41a686fa143a,vonPommern,500.0,500.0
2026-08-20,2026-08-20T03:07:34Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,68482738527773943926731429629853771932990268083771639090803941610285052030807,1,0x748ac19f73c96312e98227f49f65699542943c56,1nvoker1,495.983341,495.983341
2026-08-20,2026-08-20T03:07:34Z,0x3e232a4ce235fd75b5b4c3a81d4a1dd856000477c7b3e951af3b36966a43428d,28037886647821375928261219813055131174090509345660848587644149863236268478041,0,0xe9076a87c5ed90ef16e6fe6529c943baeca0cff6,suntori,1440.0,1440.0
2026-08-20,2026-08-20T03:07:34Z,0x3e232a4ce235fd75b5b4c3a81d4a1dd856000477c7b3e951af3b36966a43428d,28037886647821375928261219813055131174090509345660848587644149863236268478041,0,0xd71776a8d4fddeb3c150c4607b3f8bec31213b85,0xD71776A8d4FdDeb3c150C4607B3f8bec31213B85-1778810464493,478.031406,478.031406
2026-08-20,2026-08-20T03:07:34Z,0x3e232a4ce235fd75b5b4c3a81d4a1dd856000477c7b3e951af3b36966a43428d,28037886647821375928261219813055131174090509345660848587644149863236268478041,0,0xf3a74222fbbab51557eae5005aca0698b2de2657,mashuuu,402.178403,402.178403
2026-08-20,2026-08-20T03:07:34Z,0x3e232a4ce235fd75b5b4c3a81d4a1dd856000477c7b3e951af3b36966a43428d,28037886647821375928261219813055131174090509345660848587644149863236268478041,0,0x88394534c6d050ac528964a2df5928dc5935ddb5,ZhouYi-talk,400.14,400.14
