source_date,source,screenshot_file,home,away,home_name,away_name,actual_score,winner_home_pct,winner_draw_pct,winner_away_pct,modal_score,home_goals,away_goals,probability_pct,probability_raw,cell_type,match_id,url,old_source_file
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,France,Senegal,3-1,53.0,23.0,24.0,,3,3,1.3,0.013,exact,1654580,https://oddspedia.com/football/france-senegal-1654580,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,France,Senegal,3-1,53.0,23.0,24.0,,2,0,8.4,0.084,exact,1654580,https://oddspedia.com/football/france-senegal-1654580,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,France,Senegal,3-1,53.0,23.0,24.0,,2,1,9.7,0.0969999999999999,exact,1654580,https://oddspedia.com/football/france-senegal-1654580,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,France,Senegal,3-1,53.0,23.0,24.0,,2,2,5.6,0.0559999999999999,exact,1654580,https://oddspedia.com/football/france-senegal-1654580,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,France,Senegal,3-1,53.0,23.0,24.0,,2,3,2.1,0.021,exact,1654580,https://oddspedia.com/football/france-senegal-1654580,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,France,Senegal,3-1,53.0,23.0,24.0,,1,0,9.4,0.094,exact,1654580,https://oddspedia.com/football/france-senegal-1654580,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,France,Senegal,3-1,53.0,23.0,24.0,,1,1,10.8,0.108,exact,1654580,https://oddspedia.com/football/france-senegal-1654580,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,France,Senegal,3-1,53.0,23.0,24.0,,1,2,6.2,0.062,exact,1654580,https://oddspedia.com/football/france-senegal-1654580,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,France,Senegal,3-1,53.0,23.0,24.0,,1,3,2.4,0.024,exact,1654580,https://oddspedia.com/football/france-senegal-1654580,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,France,Senegal,3-1,53.0,23.0,24.0,,0,0,5.3,0.053,exact,1654580,https://oddspedia.com/football/france-senegal-1654580,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,France,Senegal,3-1,53.0,23.0,24.0,,0,1,6.1,0.061,exact,1654580,https://oddspedia.com/football/france-senegal-1654580,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,France,Senegal,3-1,53.0,23.0,24.0,,0,2,3.5,0.035,exact,1654580,https://oddspedia.com/football/france-senegal-1654580,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,France,Senegal,3-1,53.0,23.0,24.0,,0,3,1.3,0.013,exact,1654580,https://oddspedia.com/football/france-senegal-1654580,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,France,Senegal,3-1,53.0,23.0,24.0,,4,1,10.8,0.108,home_gt3_away_0_to_3_representative,1654580,https://oddspedia.com/football/france-senegal-1654580,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,France,Senegal,3-1,53.0,23.0,24.0,,4,4,0.2,0.002,both_gt3_representative,1654580,https://oddspedia.com/football/france-senegal-1654580,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,France,Senegal,3-1,53.0,23.0,24.0,,1,4,2.7,0.027,home_0_to_3_away_gt3_representative,1654580,https://oddspedia.com/football/france-senegal-1654580,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,3,0,0.6,0.006,exact,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,3,1,1.1,0.011,exact,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,3,2,1.0,0.01,exact,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,3,3,0.7,0.0069999999999999,exact,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,2,0,2.2,0.022,exact,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,2,1,4.1,0.0409999999999999,exact,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,2,2,3.8,0.038,exact,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,2,3,2.4,0.024,exact,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,1,0,5.6,0.0559999999999999,exact,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,1,1,10.3,0.103,exact,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,1,2,9.6,0.096,exact,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,1,3,6.0,0.06,exact,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,0,0,7.2,0.072,exact,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,0,1,13.0,0.13,exact,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,0,2,12.0,0.12,exact,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,0,3,7.4,0.074,exact,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,4,1,0.8,0.008,home_gt3_away_0_to_3_representative,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,4,4,0.1,0.001,both_gt3_representative,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Iraq,Norway,1-4,15.0,22.0,63.0,0-1,1,4,12.2,0.122,home_0_to_3_away_gt3_representative,1869930,https://oddspedia.com/football/norway-iraq-1869930,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,3,0,4.9,0.049,exact,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,3,1,4.9,0.049,exact,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,3,2,2.5,0.025,exact,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,3,3,0.8,0.008,exact,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,2,0,9.4,0.094,exact,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,2,1,9.3,0.093,exact,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,2,2,4.6,0.046,exact,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,2,3,1.6,0.016,exact,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,1,0,12.2,0.122,exact,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,1,1,11.9,0.119,exact,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,1,2,5.9,0.059,exact,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,1,3,2.0,0.02,exact,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,0,0,8.0,0.08,exact,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,0,1,7.7,0.077,exact,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,0,2,3.8,0.038,exact,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,0,3,1.2,0.012,exact,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,4,1,7.5,0.075,home_gt3_away_0_to_3_representative,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,4,4,0.1,0.001,both_gt3_representative,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Argentina,Algeria,3-0,51.0,25.0,24.0,1-0,1,4,1.8,0.018,home_0_to_3_away_gt3_representative,1128,https://oddspedia.com/football/argentina-algeria-1128,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Austria,Jordan,3-1,61.0,21.0,18.0,,3,0,7.1,0.071,exact,1654584,https://oddspedia.com/football/austria-jordan-1654584,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Austria,Jordan,3-1,61.0,21.0,18.0,,3,1,6.2,0.062,exact,1654584,https://oddspedia.com/football/austria-jordan-1654584,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Austria,Jordan,3-1,61.0,21.0,18.0,,3,2,2.9,0.0289999999999999,exact,1654584,https://oddspedia.com/football/austria-jordan-1654584,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Austria,Jordan,3-1,61.0,21.0,18.0,,3,3,1.0,0.01,exact,1654584,https://oddspedia.com/football/austria-jordan-1654584,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Austria,Jordan,3-1,61.0,21.0,18.0,,2,0,10.9,0.109,exact,1654584,https://oddspedia.com/football/austria-jordan-1654584,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Austria,Jordan,3-1,61.0,21.0,18.0,,2,1,9.6,0.096,exact,1654584,https://oddspedia.com/football/austria-jordan-1654584,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Austria,Jordan,3-1,61.0,21.0,18.0,,2,2,4.5,0.045,exact,1654584,https://oddspedia.com/football/austria-jordan-1654584,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Austria,Jordan,3-1,61.0,21.0,18.0,,2,3,1.5,0.015,exact,1654584,https://oddspedia.com/football/austria-jordan-1654584,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Austria,Jordan,3-1,61.0,21.0,18.0,,1,0,11.1,0.111,exact,1654584,https://oddspedia.com/football/austria-jordan-1654584,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Austria,Jordan,3-1,61.0,21.0,18.0,,1,1,9.9,0.099,exact,1654584,https://oddspedia.com/football/austria-jordan-1654584,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Austria,Jordan,3-1,61.0,21.0,18.0,,1,2,4.7,0.047,exact,1654584,https://oddspedia.com/football/austria-jordan-1654584,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Austria,Jordan,3-1,61.0,21.0,18.0,,1,3,1.6,0.016,exact,1654584,https://oddspedia.com/football/austria-jordan-1654584,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Austria,Jordan,3-1,61.0,21.0,18.0,,0,0,5.7,0.057,exact,1654584,https://oddspedia.com/football/austria-jordan-1654584,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Austria,Jordan,3-1,61.0,21.0,18.0,,0,1,5.1,0.051,exact,1654584,https://oddspedia.com/football/austria-jordan-1654584,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Austria,Jordan,3-1,61.0,21.0,18.0,,0,2,2.4,0.024,exact,1654584,https://oddspedia.com/football/austria-jordan-1654584,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Austria,Jordan,3-1,61.0,21.0,18.0,,0,3,0.8,0.008,exact,1654584,https://oddspedia.com/football/austria-jordan-1654584,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
2026-06-16,Oddspedia correct-score grid,old_combined-next6-20260616T0945_score_grids.csv,,,Austria,Jordan,3-1,61.0,21.0,18.0,,4,1,13.1,0.131,home_gt3_away_0_to_3_representative,1654584,https://oddspedia.com/football/austria-jordan-1654584,inputs\smartbet_grids\old_combined-next6-20260616T0945_score_grids.csv
