match_id,commence_time,home_team,away_team,winner_home_pct,winner_draw_pct,winner_away_pct,best_odds_value,best_odds_bookie,best_odds_scoreline,source_url_type,source_url,current_url,source_name,score_key,home_goals,away_goals,score_bucket,probability_pct
netherlands-sweden,2026-06-20T17:00:00Z,Netherlands,Sweden,50.6,23.45,26.0,8,bet365,1 : 1,url,https://oddspedia.com/football/netherlands-sweden-1529,https://oddspedia.com/football/netherlands-sweden-1529,nuxt_state_event,2-3,2,3,exact,2.33
netherlands-sweden,2026-06-20T17:00:00Z,Netherlands,Sweden,50.6,23.45,26.0,8,bet365,1 : 1,url,https://oddspedia.com/football/netherlands-sweden-1529,https://oddspedia.com/football/netherlands-sweden-1529,nuxt_state_event,3-0,3,0,exact,4.7
netherlands-sweden,2026-06-20T17:00:00Z,Netherlands,Sweden,50.6,23.45,26.0,8,bet365,1 : 1,url,https://oddspedia.com/football/netherlands-sweden-1529,https://oddspedia.com/football/netherlands-sweden-1529,nuxt_state_event,3-1,3,1,exact,5.63
netherlands-sweden,2026-06-20T17:00:00Z,Netherlands,Sweden,50.6,23.45,26.0,8,bet365,1 : 1,url,https://oddspedia.com/football/netherlands-sweden-1529,https://oddspedia.com/football/netherlands-sweden-1529,nuxt_state_event,3-2,3,2,exact,3.4
netherlands-sweden,2026-06-20T17:00:00Z,Netherlands,Sweden,50.6,23.45,26.0,8,bet365,1 : 1,url,https://oddspedia.com/football/netherlands-sweden-1529,https://oddspedia.com/football/netherlands-sweden-1529,nuxt_state_event,3-3,3,3,exact,1.38
netherlands-sweden,2026-06-20T17:00:00Z,Netherlands,Sweden,50.6,23.45,26.0,8,bet365,1 : 1,url,https://oddspedia.com/football/netherlands-sweden-1529,https://oddspedia.com/football/netherlands-sweden-1529,nuxt_state_event,Other_1,,,other_home_win,10.04
netherlands-sweden,2026-06-20T17:00:00Z,Netherlands,Sweden,50.6,23.45,26.0,8,bet365,1 : 1,url,https://oddspedia.com/football/netherlands-sweden-1529,https://oddspedia.com/football/netherlands-sweden-1529,nuxt_state_event,Other_2,,,other_away_win,3.19
netherlands-sweden,2026-06-20T17:00:00Z,Netherlands,Sweden,50.6,23.45,26.0,8,bet365,1 : 1,url,https://oddspedia.com/football/netherlands-sweden-1529,https://oddspedia.com/football/netherlands-sweden-1529,nuxt_state_event,Other_X,,,other_draw,0.21
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,0-0,0,0,exact,4.91
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,0-1,0,1,exact,5.42
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,0-2,0,2,exact,3.06
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,0-3,0,3,exact,1.17
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,1-0,1,0,exact,9.36
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,1-1,1,1,exact,10.25
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,1-2,1,2,exact,5.73
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,1-3,1,3,exact,2.18
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,2-0,2,0,exact,8.99
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,2-1,2,1,exact,9.74
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,2-2,2,2,exact,5.39
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,2-3,2,3,exact,2.04
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,3-0,3,0,exact,5.76
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,3-1,3,1,exact,6.19
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,3-2,3,2,exact,3.4
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,3-3,3,3,exact,1.27
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,Other_1,,,other_home_win,12.4
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,Other_2,,,other_away_win,2.55
germany-ivory-coast,2026-06-20T20:00:00Z,Germany,Ivory Coast,55.85,22.0,22.15,,,,url,https://oddspedia.com/football/germany-ivory-coast-1654563,https://oddspedia.com/football/germany-ivory-coast-1654563,nuxt_state_event,Other_X,,,other_draw,0.18
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,0-0,0,0,exact,8.78
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,0-1,0,1,exact,8.05
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,0-2,0,2,exact,3.92
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,0-3,0,3,exact,1.35
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,1-0,1,0,exact,12.93
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,1-1,1,1,exact,11.99
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,1-2,1,2,exact,5.89
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,1-3,1,3,exact,2.05
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,2-0,2,0,exact,9.58
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,2-1,2,1,exact,8.91
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,2-2,2,2,exact,4.41
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,2-3,2,3,exact,1.55
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,3-0,3,0,exact,4.7
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,3-1,3,1,exact,4.43
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,3-2,3,2,exact,2.22
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,3-3,3,3,exact,0.78
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,Other_1,,,other_home_win,6.33
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,Other_2,,,other_away_win,2.04
ecuador-curacao,2026-06-21T00:00:00Z,Ecuador,Curacao,49.1,26.05,24.85,8,bet365,1 : 0,url,https://oddspedia.com/football/ecuador-curacao-1654564,https://oddspedia.com/football/ecuador-curacao-1654564,nuxt_state_event,Other_X,,,other_draw,0.09
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,0-0,0,0,exact,7.79
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,0-1,0,1,exact,12.81
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,0-2,0,2,exact,10.66
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,0-3,0,3,exact,5.95
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,1-0,1,0,exact,6.98
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,1-1,1,1,exact,11.47
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,1-2,1,2,exact,9.52
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,1-3,1,3,exact,5.3
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,2-0,2,0,exact,3.13
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,2-1,2,1,exact,5.14
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,2-2,2,2,exact,4.26
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,2-3,2,3,exact,2.37
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,3-0,3,0,exact,0.94
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,3-1,3,1,exact,1.53
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,3-2,3,2,exact,1.26
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,3-3,3,3,exact,0.71
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,Other_1,,,other_home_win,1.21
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,Other_2,,,other_away_win,8.95
tunisia-japan,2026-06-21T04:00:00Z,Tunisia,Japan,20.2,24.3,55.55,6,bet365,0 : 1,url,https://oddspedia.com/football/tunisia-japan-957,https://oddspedia.com/football/tunisia-japan-957,nuxt_state_event,Other_X,,,other_draw,0.07
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,0-0,0,0,exact,7.81
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,0-1,0,1,exact,5.08
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,0-2,0,2,exact,1.68
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,0-3,0,3,exact,0.37
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,1-0,1,0,exact,14.26
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,1-1,1,1,exact,9.46
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,1-2,1,2,exact,3.18
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,1-3,1,3,exact,0.73
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,2-0,2,0,exact,13.31
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,2-1,2,1,exact,9.02
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,2-2,2,2,exact,3.1
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,2-3,2,3,exact,0.73
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,3-0,3,0,exact,8.53
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,3-1,3,1,exact,5.9
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,3-2,3,2,exact,2.08
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,3-3,3,3,exact,0.48
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,Other_1,,,other_home_win,13.7
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,Other_2,,,other_away_win,0.49
spain-saudi-arabia,2026-06-21T16:00:00Z,Spain,Saudi Arabia,66.8,20.9,12.25,9,FanDuel,1 : 0,url,https://oddspedia.com/football/spain-saudi-arabia-1654576,https://oddspedia.com/football/spain-saudi-arabia-1654576,nuxt_state_event,Other_X,,,other_draw,0.04
belgium-iran,2026-06-21T19:00:00Z,Belgium,Iran,51.9,23.85,24.3,9,bet365,1 : 1,url,https://oddspedia.com/football/belgium-iran-1654569,https://oddspedia.com/football/belgium-iran-1654569,nuxt_state_event,0-0,0,0,exact,6.08
belgium-iran,2026-06-21T19:00:00Z,Belgium,Iran,51.9,23.85,24.3,9,bet365,1 : 1,url,https://oddspedia.com/football/belgium-iran-1654569,https://oddspedia.com/football/belgium-iran-1654569,nuxt_state_event,0-1,0,1,exact,6.65
belgium-iran,2026-06-21T19:00:00Z,Belgium,Iran,51.9,23.85,24.3,9,bet365,1 : 1,url,https://oddspedia.com/football/belgium-iran-1654569,https://oddspedia.com/football/belgium-iran-1654569,nuxt_state_event,0-2,0,2,exact,3.66
belgium-iran,2026-06-21T19:00:00Z,Belgium,Iran,51.9,23.85,24.3,9,bet365,1 : 1,url,https://oddspedia.com/football/belgium-iran-1654569,https://oddspedia.com/football/belgium-iran-1654569,nuxt_state_event,0-3,0,3,exact,1.33
belgium-iran,2026-06-21T19:00:00Z,Belgium,Iran,51.9,23.85,24.3,9,bet365,1 : 1,url,https://oddspedia.com/football/belgium-iran-1654569,https://oddspedia.com/football/belgium-iran-1654569,nuxt_state_event,1-0,1,0,exact,10.26
belgium-iran,2026-06-21T19:00:00Z,Belgium,Iran,51.9,23.85,24.3,9,bet365,1 : 1,url,https://oddspedia.com/football/belgium-iran-1654569,https://oddspedia.com/football/belgium-iran-1654569,nuxt_state_event,1-1,1,1,exact,11.24
belgium-iran,2026-06-21T19:00:00Z,Belgium,Iran,51.9,23.85,24.3,9,bet365,1 : 1,url,https://oddspedia.com/football/belgium-iran-1654569,https://oddspedia.com/football/belgium-iran-1654569,nuxt_state_event,1-2,1,2,exact,6.17
belgium-iran,2026-06-21T19:00:00Z,Belgium,Iran,51.9,23.85,24.3,9,bet365,1 : 1,url,https://oddspedia.com/football/belgium-iran-1654569,https://oddspedia.com/football/belgium-iran-1654569,nuxt_state_event,1-3,1,3,exact,2.25
