source_date,source,screenshot_file,home,away,home_name,away_name,actual_score,winner_home_pct,winner_draw_pct,winner_away_pct,modal_score,home_goals,away_goals,probability_pct,probability_raw,cell_type
2026-06-20,Oddspedia SmartBet screenshot,image(51).png,USA,AUS,United States,Australia,2-0,49,24,26,1-1,3,0,4.7,4.7,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(51).png,USA,AUS,United States,Australia,2-0,49,24,26,1-1,3,1,5.0,5.0,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(51).png,USA,AUS,United States,Australia,2-0,49,24,26,1-1,3,2,3.0,3.0,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(51).png,USA,AUS,United States,Australia,2-0,49,24,26,1-1,3,3,1.2,1.2,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(51).png,USA,AUS,United States,Australia,2-0,49,24,26,1-1,>3,0-3,9.9,9.9,home_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(51).png,USA,AUS,United States,Australia,2-0,49,24,26,1-1,0-3,>3,3.7,3.7,away_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(51).png,USA,AUS,United States,Australia,2-0,49,24,26,1-1,>3,>3,0.1,0.1,both_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,0,0,6.5,6.5,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,0,1,10.3,10.3,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,0,2,8.2,8.2,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,0,3,4.3,4.3,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,1,0,7.4,7.4,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,1,1,11.8,11.8,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,1,2,9.4,9.4,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,1,3,5.0,5.0,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,2,0,4.3,4.3,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,2,1,6.8,6.8,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,2,2,5.4,5.4,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,2,3,2.8,2.8,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,3,0,1.6,1.6,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,3,1,2.6,2.6,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,3,2,2.1,2.1,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,3,3,1.1,1.1,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,>3,0-3,2.8,2.8,home_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,0-3,>3,7.5,7.5,away_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(52).png,SCO,MAR,Scotland,Morocco,0-1,28,25,47,1-1,>3,>3,0.1,0.1,both_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,0,0,9.0,9.0,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,0,1,6.3,6.3,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,0,2,2.6,2.6,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,0,3,0.8,0.8,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,1,0,15.0,15.0,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,1,1,10.5,10.5,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,1,2,4.3,4.3,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,1,3,1.3,1.3,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,2,0,12.5,12.5,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,2,1,8.7,8.7,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,2,2,3.5,3.5,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,2,3,1.1,1.1,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,3,0,7.0,7.0,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,3,1,4.8,4.8,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,3,2,2.0,2.0,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,3,3,0.6,0.6,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,>3,0-3,8.7,8.7,home_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,0-3,>3,1.2,1.2,away_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(53).png,BRA,HAI,Brazil,Haiti,3-0,59,24,18,1-0,>3,>3,,<0.1,both_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,0,0,5.3,5.3,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,0,1,6.2,6.2,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,0,2,3.7,3.7,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,0,3,1.5,1.5,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,1,0,9.2,9.2,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,1,1,10.8,10.8,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,1,2,6.5,6.5,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,1,3,2.6,2.6,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,2,0,8.1,8.1,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,2,1,9.6,9.6,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,2,2,5.8,5.8,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,2,3,2.3,2.3,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,3,0,4.7,4.7,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,3,1,5.6,5.6,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,3,2,3.4,3.4,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,3,3,1.4,1.4,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,>3,0-3,10.0,10.0,home_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,0-3,>3,3.2,3.2,away_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(54).png,NED,SWE,Netherlands,Sweden,,51,23,26,1-1,>3,>3,0.2,0.2,both_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,0,0,4.9,4.9,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,0,1,5.4,5.4,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,0,2,3.1,3.1,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,0,3,1.2,1.2,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,1,0,9.4,9.4,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,1,1,10.3,10.3,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,1,2,5.7,5.7,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,1,3,2.2,2.2,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,2,0,9.0,9.0,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,2,1,9.7,9.7,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,2,2,5.4,5.4,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,2,3,2.0,2.0,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,3,0,5.8,5.8,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,3,1,6.2,6.2,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,3,2,3.4,3.4,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,3,3,1.3,1.3,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,>3,0-3,12.4,12.4,home_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,0-3,>3,2.5,2.5,away_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(55).png,GER,CIV,Germany,Ivory Coast,,56,22,22,OTHER_HOME_WIN,>3,>3,0.2,0.2,both_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,0,0,8.8,8.8,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,0,1,8.1,8.1,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,0,2,3.9,3.9,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,0,3,1.4,1.4,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,1,0,12.9,12.9,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,1,1,12.0,12.0,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,1,2,5.9,5.9,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,1,3,2.0,2.0,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,2,0,9.6,9.6,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,2,1,8.9,8.9,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,2,2,4.4,4.4,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,2,3,1.6,1.6,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,3,0,4.7,4.7,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,3,1,4.4,4.4,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,3,2,2.2,2.2,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,3,3,0.8,0.8,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,>3,0-3,6.3,6.3,home_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,0-3,>3,2.0,2.0,away_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(56).png,ECU,CUR,Ecuador,Curacao,,49,26,25,1-0,>3,>3,,<0.1,both_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,0,0,7.8,7.8,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,0,1,12.8,12.8,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,0,2,10.7,10.7,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,0,3,6.0,6.0,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,1,0,7.0,7.0,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,1,1,11.5,11.5,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,1,2,9.5,9.5,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,1,3,5.3,5.3,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,2,0,3.1,3.1,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,2,1,5.1,5.1,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,2,2,4.3,4.3,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,2,3,2.4,2.4,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,3,0,0.9,0.9,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,3,1,1.5,1.5,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,3,2,1.3,1.3,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,3,3,0.7,0.7,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,>3,0-3,1.2,1.2,home_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,0-3,>3,8.9,8.9,away_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(57).png,TUN,JPN,Tunisia,Japan,,20,24,56,0-1,>3,>3,,<0.1,both_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,0,0,7.9,7.9,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,0,1,5.1,5.1,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,0,2,1.7,1.7,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,0,3,0.4,0.4,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,1,0,14.4,14.4,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,1,1,9.4,9.4,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,1,2,3.2,3.2,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,1,3,0.7,0.7,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,2,0,13.4,13.4,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,2,1,9.0,9.0,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,2,2,3.1,3.1,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,2,3,0.7,0.7,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,3,0,8.6,8.6,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,3,1,5.9,5.9,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,3,2,2.0,2.0,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,3,3,0.5,0.5,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,>3,0-3,13.6,13.6,home_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,0-3,>3,0.5,0.5,away_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(58).png,ESP,KSA,Spain,Saudi Arabia,,67,21,12,1-0,>3,>3,,<0.1,both_gt3_bucket
2026-06-20,Oddspedia SmartBet screenshot,image(59).png,BEL,IRI,Belgium,Iran,,52,24,24,1-1,0,0,6.0,6.0,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(59).png,BEL,IRI,Belgium,Iran,,52,24,24,1-1,0,1,6.6,6.6,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(59).png,BEL,IRI,Belgium,Iran,,52,24,24,1-1,0,2,3.6,3.6,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(59).png,BEL,IRI,Belgium,Iran,,52,24,24,1-1,0,3,1.4,1.4,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(59).png,BEL,IRI,Belgium,Iran,,52,24,24,1-1,1,0,10.2,10.2,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(59).png,BEL,IRI,Belgium,Iran,,52,24,24,1-1,1,1,11.2,11.2,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(59).png,BEL,IRI,Belgium,Iran,,52,24,24,1-1,1,2,6.2,6.2,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(59).png,BEL,IRI,Belgium,Iran,,52,24,24,1-1,1,3,2.3,2.3,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(59).png,BEL,IRI,Belgium,Iran,,52,24,24,1-1,2,0,8.8,8.8,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(59).png,BEL,IRI,Belgium,Iran,,52,24,24,1-1,2,1,9.6,9.6,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(59).png,BEL,IRI,Belgium,Iran,,52,24,24,1-1,2,2,5.3,5.3,exact_0_to_3_grid
2026-06-20,Oddspedia SmartBet screenshot,image(59).png,BEL,IRI,Belgium,Iran,,52,24,24,1-1,2,3,1.9,1.9,exact_0_to_3_grid
