event_id,sport_key,commence_time,home_team,away_team,bookmaker,bookmaker_title,last_update,market,outcome_name,price,point,description
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,mybookieag,MyBookie.ag,2026-07-03T10:02:59Z,totals,Under,1.75,2.0,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,tipico_de,Tipico,2026-07-03T10:04:32Z,h2h,Australia,3.7,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,tipico_de,Tipico,2026-07-03T10:04:32Z,h2h,Egypt,2.3,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,tipico_de,Tipico,2026-07-03T10:04:32Z,h2h,Draw,2.9,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,winamax_fr,Winamax (FR),2026-07-03T10:04:32Z,h2h,Australia,3.5,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,winamax_fr,Winamax (FR),2026-07-03T10:04:32Z,h2h,Egypt,2.35,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,winamax_fr,Winamax (FR),2026-07-03T10:04:32Z,h2h,Draw,2.9,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,winamax_de,Winamax (DE),2026-07-03T10:03:58Z,h2h,Australia,3.55,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,winamax_de,Winamax (DE),2026-07-03T10:03:58Z,h2h,Egypt,2.35,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,winamax_de,Winamax (DE),2026-07-03T10:03:58Z,h2h,Draw,2.9,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,marathonbet,Marathon Bet,2026-07-03T10:03:45Z,h2h,Australia,3.66,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,marathonbet,Marathon Bet,2026-07-03T10:03:45Z,h2h,Egypt,2.4,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,marathonbet,Marathon Bet,2026-07-03T10:03:45Z,h2h,Draw,2.97,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,gtbets,GTbets,2026-07-03T10:03:44Z,h2h,Australia,3.52,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,gtbets,GTbets,2026-07-03T10:03:44Z,h2h,Egypt,2.47,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,gtbets,GTbets,2026-07-03T10:03:44Z,h2h,Draw,2.9,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,gtbets,GTbets,2026-07-03T10:03:44Z,totals,Over,1.61,1.5,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,gtbets,GTbets,2026-07-03T10:03:44Z,totals,Under,2.34,1.5,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,matchbook,Matchbook,2026-07-03T10:04:07Z,h2h,Australia,3.85,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,matchbook,Matchbook,2026-07-03T10:04:07Z,h2h,Egypt,2.46,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,matchbook,Matchbook,2026-07-03T10:04:07Z,h2h,Draw,2.96,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,matchbook,Matchbook,2026-07-03T10:04:07Z,h2h_lay,Australia,3.9,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,matchbook,Matchbook,2026-07-03T10:04:07Z,h2h_lay,Egypt,2.5,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,matchbook,Matchbook,2026-07-03T10:04:07Z,h2h_lay,Draw,2.98,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betfair_ex_eu,Betfair,2026-07-03T10:04:31Z,h2h,Australia,3.85,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betfair_ex_eu,Betfair,2026-07-03T10:04:31Z,h2h,Egypt,2.46,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betfair_ex_eu,Betfair,2026-07-03T10:04:31Z,h2h,Draw,2.96,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betfair_ex_eu,Betfair,2026-07-03T10:04:31Z,h2h_lay,Australia,3.9,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betfair_ex_eu,Betfair,2026-07-03T10:04:31Z,h2h_lay,Egypt,2.48,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betfair_ex_eu,Betfair,2026-07-03T10:04:31Z,h2h_lay,Draw,2.98,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,pinnacle,Pinnacle,2026-07-03T10:04:33Z,h2h,Australia,3.76,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,pinnacle,Pinnacle,2026-07-03T10:04:33Z,h2h,Egypt,2.42,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,pinnacle,Pinnacle,2026-07-03T10:04:33Z,h2h,Draw,2.91,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,pinnacle,Pinnacle,2026-07-03T10:04:33Z,totals,Over,1.8,1.75,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,pinnacle,Pinnacle,2026-07-03T10:04:33Z,totals,Under,2.14,1.75,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betsson,Betsson,2026-07-03T10:03:46Z,h2h,Australia,3.5,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betsson,Betsson,2026-07-03T10:03:46Z,h2h,Egypt,2.45,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betsson,Betsson,2026-07-03T10:03:46Z,h2h,Draw,2.92,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betsson,Betsson,2026-07-03T10:03:46Z,totals,Over,2.78,2.5,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betsson,Betsson,2026-07-03T10:03:46Z,totals,Under,1.45,2.5,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,nordicbet,Nordic Bet,2026-07-03T10:04:45Z,h2h,Australia,3.5,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,nordicbet,Nordic Bet,2026-07-03T10:04:45Z,h2h,Egypt,2.45,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,nordicbet,Nordic Bet,2026-07-03T10:04:45Z,h2h,Draw,2.92,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,nordicbet,Nordic Bet,2026-07-03T10:04:45Z,totals,Over,2.78,2.5,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,nordicbet,Nordic Bet,2026-07-03T10:04:45Z,totals,Under,1.45,2.5,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,onexbet,1xBet,2026-07-03T10:03:44Z,h2h,Australia,3.7,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,onexbet,1xBet,2026-07-03T10:03:44Z,h2h,Egypt,2.43,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,onexbet,1xBet,2026-07-03T10:03:44Z,h2h,Draw,3.0,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,onexbet,1xBet,2026-07-03T10:03:44Z,totals,Over,1.62,1.5,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,onexbet,1xBet,2026-07-03T10:03:44Z,totals,Under,2.38,1.5,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,sport888,888sport,2026-07-03T10:03:56Z,h2h,Australia,3.4,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,sport888,888sport,2026-07-03T10:03:56Z,h2h,Egypt,2.25,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,sport888,888sport,2026-07-03T10:03:56Z,h2h,Draw,2.75,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,williamhill,William Hill,2026-07-03T10:04:43Z,h2h,Australia,3.5,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,williamhill,William Hill,2026-07-03T10:04:43Z,h2h,Egypt,2.3,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,williamhill,William Hill,2026-07-03T10:04:43Z,h2h,Draw,2.8,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,williamhill,William Hill,2026-07-03T10:04:43Z,totals,Over,2.62,2.5,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,williamhill,William Hill,2026-07-03T10:04:43Z,totals,Under,1.44,2.5,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,everygame,Everygame,2026-07-03T10:02:53Z,h2h,Australia,3.65,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,everygame,Everygame,2026-07-03T10:02:53Z,h2h,Egypt,2.35,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,everygame,Everygame,2026-07-03T10:02:53Z,h2h,Draw,2.85,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betonlineag,BetOnline.ag,2026-07-03T10:04:32Z,h2h,Australia,3.8,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betonlineag,BetOnline.ag,2026-07-03T10:04:32Z,h2h,Egypt,2.38,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betonlineag,BetOnline.ag,2026-07-03T10:04:32Z,h2h,Draw,2.88,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betonlineag,BetOnline.ag,2026-07-03T10:04:32Z,totals,Over,2.05,2.0,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betonlineag,BetOnline.ag,2026-07-03T10:04:32Z,totals,Under,1.83,2.0,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betanysports,BetAnything,2026-07-03T10:04:08Z,h2h,Australia,3.8,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betanysports,BetAnything,2026-07-03T10:04:08Z,h2h,Egypt,2.38,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betanysports,BetAnything,2026-07-03T10:04:08Z,h2h,Draw,2.88,,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betanysports,BetAnything,2026-07-03T10:04:08Z,totals,Over,2.9,2.5,
fb270a3dac2b682c861bd674a5ff4a04,soccer_fifa_world_cup,2026-07-03T18:00:00Z,Australia,Egypt,betanysports,BetAnything,2026-07-03T10:04:08Z,totals,Under,1.42,2.5,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,unibet_se,Unibet (SE),2026-07-03T10:03:56Z,h2h,Argentina,1.14,,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,unibet_se,Unibet (SE),2026-07-03T10:03:56Z,h2h,Cape Verde,23.0,,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,unibet_se,Unibet (SE),2026-07-03T10:03:56Z,h2h,Draw,9.0,,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,unibet_se,Unibet (SE),2026-07-03T10:03:56Z,totals,Over,1.62,2.5,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,unibet_se,Unibet (SE),2026-07-03T10:03:56Z,totals,Under,2.33,2.5,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,pmu_fr,PMU (FR),2026-07-03T10:03:56Z,h2h,Argentina,1.12,,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,pmu_fr,PMU (FR),2026-07-03T10:03:56Z,h2h,Cape Verde,21.0,,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,pmu_fr,PMU (FR),2026-07-03T10:03:56Z,h2h,Draw,8.0,,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,pmu_fr,PMU (FR),2026-07-03T10:03:56Z,totals,Over,1.56,2.5,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,pmu_fr,PMU (FR),2026-07-03T10:03:56Z,totals,Under,2.25,2.5,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,unibet_nl,Unibet (NL),2026-07-03T10:04:42Z,h2h,Argentina,1.14,,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,unibet_nl,Unibet (NL),2026-07-03T10:04:42Z,h2h,Cape Verde,23.0,,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,unibet_nl,Unibet (NL),2026-07-03T10:04:42Z,h2h,Draw,9.0,,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,unibet_nl,Unibet (NL),2026-07-03T10:04:42Z,totals,Over,1.6,2.5,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,unibet_nl,Unibet (NL),2026-07-03T10:04:42Z,totals,Under,2.3,2.5,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,leovegas_se,LeoVegas (SE),2026-07-03T10:03:56Z,h2h,Argentina,1.13,,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,leovegas_se,LeoVegas (SE),2026-07-03T10:03:56Z,h2h,Cape Verde,23.0,,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,leovegas_se,LeoVegas (SE),2026-07-03T10:03:56Z,h2h,Draw,8.5,,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,unibet_fr,Unibet (FR),2026-07-03T10:04:31Z,h2h,Argentina,1.12,,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,unibet_fr,Unibet (FR),2026-07-03T10:04:31Z,h2h,Cape Verde,25.0,,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,unibet_fr,Unibet (FR),2026-07-03T10:04:31Z,h2h,Draw,9.2,,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,tipico_de,Tipico,2026-07-03T10:04:32Z,h2h,Argentina,1.12,,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,tipico_de,Tipico,2026-07-03T10:04:32Z,h2h,Cape Verde,22.0,,
3e161b2448ed76d6b0c0f5bda6fd5bf2,soccer_fifa_world_cup,2026-07-03T22:00:00Z,Argentina,Cape Verde,tipico_de,Tipico,2026-07-03T10:04:32Z,h2h,Draw,9.0,,
