incident_id,detected_at_utc,registration_id,entity,source_artifact,observation_token,degraded_state,reason,consecutive_degraded_observations,max_consecutive_degraded_observations,event_type,owner_notification_eligible,paper_trading_invoked,live_trading_invoked
degraded_41dfb1eede20bc7ffaabdc51,2026-07-29T09:06:11Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T09:04:52Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_f9a57f36548cbebc73b41d8b,2026-07-29T10:34:01Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T10:28:52Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_d5b36b02f6ef8f9874a2e6c8,2026-07-29T10:39:17Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T10:34:04Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_f7ee16276993510c1524deb0,2026-07-29T10:39:33Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T10:39:19Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_0fc4aea5ad9f3faedc2f8ab0,2026-07-29T10:47:38Z,official_book_snapshot_partial,official_book_snapshot,maker_carry/official_book_snapshot.json,2026-07-29T10:44:40Z,partial,official-book collection remained partial or unobserved,4,3,incident_open,True,False,False
degraded_b60292fb9c96024df4a4f062,2026-07-29T10:47:38Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T10:45:15Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_3f526840b14c2649a78fc44e,2026-07-29T10:47:55Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T10:47:41Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_02f256703ee34a25edf39123,2026-07-29T10:48:51Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T10:47:58Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_07f521403e060480ac57f121,2026-07-29T10:54:03Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T10:48:54Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_0c531421ff9afc52f337384d,2026-07-29T10:59:14Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T10:54:05Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_31266614211d63752816af34,2026-07-29T11:04:40Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T10:59:16Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_f5e21f745c1bf7d2b85dc17c,2026-07-29T11:06:16Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T11:04:43Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_9416dcb14cb60e349f50eef6,2026-07-29T11:11:28Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T11:06:19Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_64ae73ca0bc3c6ff5dbbba23,2026-07-29T11:16:40Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T11:11:31Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_5847f27a191c18bb5221f3e7,2026-07-29T11:22:07Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T11:16:42Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_169c9a39f3106c8cbf641656,2026-07-29T11:23:43Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T11:22:09Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_a5aa033bba546ca200de40c0,2026-07-29T11:28:54Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T11:23:46Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_7ecb24b0a68eba8ad8c44505,2026-07-29T11:34:06Z,disaster_recovery_not_recoverable,disaster_recovery_not_recoverable,performance/disaster_recovery_status.json,2026-07-29T11:30:13Z,ok,status=ok; remote_push_status=ok; rpo_compliant=False,1,0,incident_open,True,False,False
degraded_7a2d953dd90a4b11a5fc9de9,2026-07-29T11:34:06Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T11:28:57Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_c6d3bfc71b1d048dee47bcd7,2026-07-29T11:39:32Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T11:34:08Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_6a8910cc56a65349b7527adb,2026-07-29T11:41:09Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T11:39:35Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_2c4fbd6d99d7a2d5bc5057a0,2026-07-29T11:46:20Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T11:41:11Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_a61d2914c44da6f1fd6c2b78,2026-07-29T11:51:31Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T11:46:23Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_174fccd5bea8f98472cbd178,2026-07-29T11:57:00Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T11:51:34Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_bbf772027852f1fdb2575023,2026-07-29T11:58:37Z,maker_replay_insufficient_coverage,maker_fill_replay,maker_carry/maker_fill_replay.json,2026-07-29T11:57:26Z,insufficient_coverage,maker replay has simulated fill opportunities but no covered 5m official-book window; a zero realism ratio must not be interpreted as evidence,4,3,incident_open,True,False,False
degraded_353bfcde6c125b2e182a54fd,2026-07-29T11:58:37Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T11:57:03Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_ed37a9231442066693dd38c2,2026-07-29T12:03:49Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T11:58:40Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_946a342fa97ca69090b80605,2026-07-29T12:09:00Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T12:03:51Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_9cb7cc38a0b9ce3787097b93,2026-07-29T12:14:28Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T12:09:03Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_635aa5b27654a1fa6a2b4bac,2026-07-29T12:16:05Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T12:14:31Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_58762f8160205385ae1bf007,2026-07-29T12:21:16Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T12:16:07Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_05697756a31633187770578f,2026-07-29T12:26:28Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T12:21:19Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_fc6fd3485796d3fc3536653d,2026-07-29T12:31:54Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T12:26:30Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_2de0b80a17e3db0ae4136bef,2026-07-29T12:33:36Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T12:31:57Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_3128e92b131bcd9d52f002e3,2026-07-29T12:38:47Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T12:33:38Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_2b98c601a48b99f32b1dfda6,2026-07-29T12:43:58Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T12:38:49Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_4162a4ee723c9b1837d2c741,2026-07-29T12:49:24Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T12:44:01Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_a773b3d6dba4d5f48420e22b,2026-07-29T12:51:01Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T12:49:27Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_2d30250b59f4bbba75af32cd,2026-07-29T12:56:12Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T12:51:03Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_edad405bc1168f1f7de50f59,2026-07-29T13:01:23Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T12:56:14Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_09ed94542c1f5ceebbd0c1b6,2026-07-29T13:06:49Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T13:01:25Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_b05ffe76be7f46dc8046c29b,2026-07-29T13:08:31Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T13:06:52Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_1d1c6030c1e8f9f196a55e1d,2026-07-29T13:13:43Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T13:08:34Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_23b1022e3a32b66b9f70bb6e,2026-07-29T13:18:55Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T13:13:45Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_38e89a0264d2b99fa787e70d,2026-07-29T13:24:22Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T13:18:58Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_fad951154ef3fe2b3dd96bb7,2026-07-29T13:26:04Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T13:24:24Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_6cced6cf5ae4bf3b3b31805f,2026-07-29T13:31:15Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T13:26:06Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_735933d39f876fa08aa2355a,2026-07-29T13:36:26Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T13:31:17Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_482fae32ac51851902973bc1,2026-07-29T13:41:53Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T13:36:29Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_e397ebcdc58f3285aa8496a4,2026-07-29T13:47:04Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T13:41:55Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_47fdb990e3a0b14b9eac3c9b,2026-07-29T13:47:04Z,scheduler_completion_freshness,trade_prints,ops_scheduler/status.json,2026-07-29T13:25:59.096072+00:00,stale,scheduler job trade_prints has no successful completion within 1200 seconds; measured age 1264.904 seconds,1,0,incident_open,True,False,False
degraded_3e85c230e7d421de4a19c8f2,2026-07-29T13:52:16Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T13:47:07Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_353bc556d4da3b7e739d6ee9,2026-07-29T13:57:41Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T13:52:18Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_e2f4a03572a649d1ed2159f6,2026-07-29T14:02:53Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T13:57:44Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_23437fc4c5ea9876b383af8b,2026-07-29T14:08:04Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T14:02:55Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_50bdf82028b9fa841c4bce7b,2026-07-29T14:13:32Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T14:08:07Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_c61e69e23b46669cc3b32c8b,2026-07-29T14:18:44Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T14:13:34Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
