anchor_generated_at_utc,recorded_at_utc,sport,market_key,rows_fetched,rows_mapped,join_rate,direct_token_joins,token_map_joins,h2h_public_search_token_joins,worldcup_winner_token_joins,advance_composite_token_joins,skipped_no_token,zero_join_streak,classification,recommendation
2026-07-07T18:04:52Z,2026-07-07T18:28:32Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,10,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-07T18:04:52Z,2026-07-07T18:28:32Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-07T18:04:52Z,2026-07-07T18:28:32Z,soccer_fifa_world_cup,h2h,15,15,1.0,0,0,15,0,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T18:04:52Z,2026-07-07T18:28:32Z,soccer_fifa_world_cup_winner,outrights,10,10,1.0,0,0,0,10,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T18:34:54Z,2026-07-07T18:35:57Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,11,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-07T18:34:54Z,2026-07-07T18:35:57Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-07T18:34:54Z,2026-07-07T18:35:57Z,soccer_fifa_world_cup,h2h,15,12,0.8,0,0,12,0,0,3,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T18:34:54Z,2026-07-07T18:35:57Z,soccer_fifa_world_cup_winner,outrights,10,10,1.0,0,0,0,10,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T18:53:55Z,2026-07-07T18:56:38Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,12,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-07T18:53:55Z,2026-07-07T18:56:38Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-07T18:53:55Z,2026-07-07T18:56:38Z,soccer_fifa_world_cup,h2h,15,12,0.8,0,0,12,0,0,3,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T18:53:55Z,2026-07-07T18:56:38Z,soccer_fifa_world_cup_winner,outrights,10,10,1.0,0,0,0,10,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T19:28:30Z,2026-07-07T19:32:35Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,13,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-07T19:28:30Z,2026-07-07T19:32:35Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-07T19:28:30Z,2026-07-07T19:32:35Z,soccer_fifa_world_cup,h2h,15,12,0.8,0,0,12,0,0,3,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T19:28:30Z,2026-07-07T19:32:35Z,soccer_fifa_world_cup_winner,outrights,10,10,1.0,0,0,0,10,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T19:44:46Z,2026-07-07T20:12:17Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,14,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-07T19:44:46Z,2026-07-07T20:12:17Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-07T19:44:46Z,2026-07-07T20:12:17Z,soccer_fifa_world_cup,h2h,15,12,0.8,0,0,12,0,0,3,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T19:44:46Z,2026-07-07T20:12:17Z,soccer_fifa_world_cup_winner,outrights,10,10,1.0,0,0,0,10,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T20:38:28Z,2026-07-07T20:45:08Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,15,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-07T20:38:28Z,2026-07-07T20:45:08Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-07T20:38:28Z,2026-07-07T20:45:08Z,soccer_fifa_world_cup,h2h,12,12,1.0,0,0,12,0,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T20:38:28Z,2026-07-07T20:45:08Z,soccer_fifa_world_cup_winner,outrights,9,9,1.0,0,0,0,9,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T20:52:11Z,2026-07-07T21:02:41Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,16,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-07T20:52:11Z,2026-07-07T21:02:41Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-07T20:52:11Z,2026-07-07T21:02:41Z,soccer_fifa_world_cup,h2h,12,12,1.0,0,0,12,0,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T20:52:11Z,2026-07-07T21:02:41Z,soccer_fifa_world_cup_winner,outrights,9,9,1.0,0,0,0,9,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T21:08:12Z,2026-07-07T21:26:45Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,17,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-07T21:08:12Z,2026-07-07T21:26:45Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-07T21:08:12Z,2026-07-07T21:26:45Z,soccer_fifa_world_cup,h2h,12,12,1.0,0,0,12,0,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T21:08:12Z,2026-07-07T21:26:45Z,soccer_fifa_world_cup_winner,outrights,9,9,1.0,0,0,0,9,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T21:31:39Z,2026-07-07T21:58:03Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,18,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-07T21:31:39Z,2026-07-07T21:58:03Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-07T21:31:39Z,2026-07-07T21:58:03Z,soccer_fifa_world_cup,h2h,12,12,1.0,0,0,12,0,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T21:31:39Z,2026-07-07T21:58:03Z,soccer_fifa_world_cup_winner,outrights,9,9,1.0,0,0,0,9,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T22:44:00Z,2026-07-07T22:55:15Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,19,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-07T22:44:00Z,2026-07-07T22:55:15Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-07T22:44:00Z,2026-07-07T22:55:15Z,soccer_fifa_world_cup,h2h,12,12,1.0,0,0,12,0,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T22:44:00Z,2026-07-07T22:55:15Z,soccer_fifa_world_cup_winner,outrights,9,9,1.0,0,0,0,9,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T23:04:00Z,2026-07-07T23:13:00Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,20,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-07T23:04:00Z,2026-07-07T23:13:00Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-07T23:04:00Z,2026-07-07T23:13:00Z,soccer_fifa_world_cup,h2h,12,12,1.0,0,0,12,0,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-07T23:04:00Z,2026-07-07T23:13:00Z,soccer_fifa_world_cup_winner,outrights,9,9,1.0,0,0,0,9,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T01:04:53Z,2026-07-08T01:18:25Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,21,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-08T01:04:53Z,2026-07-08T01:18:25Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-08T01:04:53Z,2026-07-08T01:18:25Z,soccer_fifa_world_cup,h2h,12,9,0.75,0,0,9,0,0,3,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T01:04:53Z,2026-07-08T01:18:25Z,soccer_fifa_world_cup_winner,outrights,8,8,1.0,0,0,0,8,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T01:30:06Z,2026-07-08T01:52:15Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,22,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-08T01:30:06Z,2026-07-08T01:52:15Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-08T01:30:06Z,2026-07-08T01:52:15Z,soccer_fifa_world_cup,h2h,12,9,0.75,0,0,9,0,0,3,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T01:30:06Z,2026-07-08T01:52:15Z,soccer_fifa_world_cup_winner,outrights,8,8,1.0,0,0,0,8,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T01:56:57Z,2026-07-08T02:18:24Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,23,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-08T01:56:57Z,2026-07-08T02:18:24Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-08T01:56:57Z,2026-07-08T02:18:24Z,soccer_fifa_world_cup,h2h,12,9,0.75,0,0,9,0,0,3,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T01:56:57Z,2026-07-08T02:18:24Z,soccer_fifa_world_cup_winner,outrights,8,8,1.0,0,0,0,8,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T02:19:03Z,2026-07-08T02:28:07Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,24,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-08T02:19:03Z,2026-07-08T02:28:07Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-08T02:19:03Z,2026-07-08T02:28:07Z,soccer_fifa_world_cup,h2h,12,9,0.75,0,0,9,0,0,3,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T02:19:03Z,2026-07-08T02:28:07Z,soccer_fifa_world_cup_winner,outrights,8,8,1.0,0,0,0,8,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T02:35:34Z,2026-07-08T03:02:41Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,25,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-08T02:35:34Z,2026-07-08T03:02:41Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-08T02:35:34Z,2026-07-08T03:02:41Z,soccer_fifa_world_cup,h2h,12,9,0.75,0,0,9,0,0,3,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T02:35:34Z,2026-07-08T03:02:41Z,soccer_fifa_world_cup_winner,outrights,8,8,1.0,0,0,0,8,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T03:38:20Z,2026-07-08T04:04:24Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,26,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-08T03:38:20Z,2026-07-08T04:04:24Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-08T03:38:20Z,2026-07-08T04:04:24Z,soccer_fifa_world_cup,h2h,12,9,0.75,0,0,9,0,0,3,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T03:38:20Z,2026-07-08T04:04:24Z,soccer_fifa_world_cup_winner,outrights,8,8,1.0,0,0,0,8,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T04:21:18Z,2026-07-08T04:51:40Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,27,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-08T04:21:18Z,2026-07-08T04:51:40Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-08T04:21:18Z,2026-07-08T04:51:40Z,soccer_fifa_world_cup,h2h,12,9,0.75,0,0,9,0,0,3,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T04:21:18Z,2026-07-08T04:51:40Z,soccer_fifa_world_cup_winner,outrights,8,8,1.0,0,0,0,8,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T04:59:34Z,2026-07-08T05:19:29Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,28,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-08T04:59:34Z,2026-07-08T05:19:29Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-08T04:59:34Z,2026-07-08T05:19:29Z,soccer_fifa_world_cup,h2h,12,9,0.75,0,0,9,0,0,3,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T04:59:34Z,2026-07-08T05:19:29Z,soccer_fifa_world_cup_winner,outrights,8,8,1.0,0,0,0,8,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T05:19:34Z,2026-07-08T05:29:04Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,29,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-08T05:19:34Z,2026-07-08T05:29:04Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-08T05:19:34Z,2026-07-08T05:29:04Z,soccer_fifa_world_cup,h2h,12,9,0.75,0,0,9,0,0,3,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T05:19:34Z,2026-07-08T05:29:04Z,soccer_fifa_world_cup_winner,outrights,8,8,1.0,0,0,0,8,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T05:37:55Z,2026-07-08T06:16:47Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,30,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-08T05:37:55Z,2026-07-08T06:16:47Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-08T05:37:55Z,2026-07-08T06:16:47Z,soccer_fifa_world_cup,h2h,12,9,0.75,0,0,9,0,0,3,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T05:37:55Z,2026-07-08T06:16:47Z,soccer_fifa_world_cup_winner,outrights,8,8,1.0,0,0,0,8,0,0,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
2026-07-08T06:22:07Z,2026-07-08T06:38:21Z,baseball_mlb_world_series_winner,outrights,30,0,0.0,0,0,0,0,0,30,31,no_mappable_market,Recommendation only: consider trimming this sport/market from sharp_odds_fetch unless a new Polymarket market appears.
2026-07-08T06:22:07Z,2026-07-08T06:38:21Z,basketball_nba_championship_winner,outrights,0,0,,0,0,0,0,0,0,0,collecting_coverage_evidence,No fetched rows this run; keep collecting before trimming.
2026-07-08T06:22:07Z,2026-07-08T06:38:21Z,soccer_fifa_world_cup,h2h,12,9,0.75,0,0,9,0,0,3,0,mappable,Keep fetching; this sport/market currently maps into Polymarket tokens.
