market_slug,condition_id,question,resolution_source,closed,active,resolution_quality,resolution_quality_reason,row_count
mls-min-atl-2026-08-19-corners-second-half-total-5pt5,0xd58efddc5600c02ddb01b59dfbe069784f058bda8be8a04cec0273b331ef2fe9,Minnesota United FC vs. Atlanta United FC: 2nd Half O/U 5.5 Total Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-team-home-2pt5,0xe065605e690c44420dc26b2ddaada303c22fbbad592748b878865af5574265c8,Minnesota United FC vs. Atlanta United FC: Minnesota United FC O/U 2.5 Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-first-half-total-5pt5,0x79453754809800b41d1c32c4b60669e4b9912dabfa9c6aba776f4cdd59f4ea60,Minnesota United FC vs. Atlanta United FC: 1st Half O/U 5.5 Total Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-total-13pt5,0x6195f5b84855ea4e3937aaa9fd9410551d0befc6b57a6b5b78c1a26af288c86c,Minnesota United FC vs. Atlanta United FC: O/U 13.5 Total Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-total-11pt5,0x7444f03cf1f5dd8aba045657a06aa878b4bd2a8469987f2105c91058e5adce68,Minnesota United FC vs. Atlanta United FC: O/U 11.5 Total Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-total-9pt5,0x89c3d78ebffa17b6ebd2289366e7f69583338c9417bc1993cee323449dc8c641,Minnesota United FC vs. Atlanta United FC: O/U 9.5 Total Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-first-corner,0x39a61210dc8690c1afd599878ea3111c532fc196650b7be2fbc118debcd70d2a,Minnesota United FC vs. Atlanta United FC: Team to Take First Corner,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-team-home-3pt5,0x2f3d45df387313424f729f243f9330b660513b6794c757dccfcd802c2b7a5476,Minnesota United FC vs. Atlanta United FC: Minnesota United FC O/U 3.5 Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-team-away-5pt5,0xfec102ed01f3d73dcace4c6be0549b6098175214473f28200c657d32a643be97,Minnesota United FC vs. Atlanta United FC: Atlanta United FC O/U 5.5 Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-team-home-4pt5,0xc7b5d8c48b05b9908a0f25af893e1d10c8caf27a68a345f2af8d01cf7463dfeb,Minnesota United FC vs. Atlanta United FC: Minnesota United FC O/U 4.5 Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-team-away-3pt5,0x217c749046ca7f845b0db611db8d057b53fa0590376e1fa62eaf6b638f1777f0,Minnesota United FC vs. Atlanta United FC: Atlanta United FC O/U 3.5 Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-team-away-2pt5,0xa7e597826fd92fb7c42e7053df178b9c730f68ed37dfa58d9651d136b52258cd,Minnesota United FC vs. Atlanta United FC: Atlanta United FC O/U 2.5 Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-odd-even,0x4eac13f2b5b4b6cce93b988a080628d0220b677d76b68267660989d492200764,Minnesota United FC vs. Atlanta United FC: Total Corners Odd or Even?,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-total-8pt5,0x9718baf0d67344ac5c526ded2d1f66baea03d83bd14898e0a9f4cc7421ce3c0f,Minnesota United FC vs. Atlanta United FC: O/U 8.5 Total Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-second-half-total-3pt5,0xc7914285cf40d9a487ba29ffb5873ee7f2402bae6501f4907bf6d4b734512b32,Minnesota United FC vs. Atlanta United FC: 2nd Half O/U 3.5 Total Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-first-half-total-4pt5,0xc03ce6b0fe5a47fb5b88467a20d9de5323d55b29f9492d09e86c81730a496aa4,Minnesota United FC vs. Atlanta United FC: 1st Half O/U 4.5 Total Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-total-10pt5,0x6d728535a49beec602b131f3a637be7e1a6a0ae1705f3b2afb2b8a3f13bf67da,Minnesota United FC vs. Atlanta United FC: O/U 10.5 Total Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-second-half-total-4pt5,0xfb34c8042fc9b9fb3ddbf4772b4670947a0912f8f07180b654903d159f890c46,Minnesota United FC vs. Atlanta United FC: 2nd Half O/U 4.5 Total Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-first-half-total-3pt5,0x98f6cb37bf88c0e9fd47419913f3d6e59c49c8d69182a14c449768f51646d4df,Minnesota United FC vs. Atlanta United FC: 1st Half O/U 3.5 Total Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-team-away-4pt5,0xa96d3bb846190e688e9be7614322e4b0404535ddfcc65a84526fd9839bd9d2d5,Minnesota United FC vs. Atlanta United FC: Atlanta United FC O/U 4.5 Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-corners-team-home-5pt5,0x4ebca32013bbb40314d21328737882595071d65e277b1607595575bfea6193f5,Minnesota United FC vs. Atlanta United FC: Minnesota United FC O/U 5.5 Corners,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
xrp-updown-5m-1787193900,0xbbd50484f67c02159ca5df223dbbcdc442873cac203cf9210c626a789a37a017,"XRP Up or Down - August 19, 10:45PM-10:50PM ET",https://data.chain.link/streams/xrp-usd-twap-60s-streams,True,True,clean_settlement,,2
doge-updown-5m-1787193900,0xd410dc62957ca051b8a8c98d56db47ef280200273524099daba19d1a418c6570,"Dogecoin Up or Down - August 19, 10:45PM-10:50PM ET",https://data.chain.link/streams/doge-usd-twap-60s-streams,True,True,clean_settlement,,2
sol-updown-5m-1787193900,0xa8dc2f972e8f85d0328e237031bb6ca885ad972f10bb3e345c73b1ce89401d16,"Solana Up or Down - August 19, 10:45PM-10:50PM ET",https://data.chain.link/streams/sol-usd-twap-60s-streams,True,True,clean_settlement,,2
hype-updown-5m-1787193900,0xe32ca0ebf518bde94b9bdc1842391e3113ab5a5392b2adcd64bc7069bee4c276,"Hyperliquid Up or Down - August 19, 10:45PM-10:50PM ET",https://data.chain.link/streams/hype-usd-twap-60s-streams,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-draw,0xe0430d9242ef1b985f874379a9ba8419100c96954ca38e622e6bea79fdc6c3f1,Will Minnesota United FC vs. Atlanta United FC end in a draw?,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-min,0x200f4e5796acad4cca42ce2c5ff2f45b0260beea1f45660189dd9f10f7a33efc,Will Minnesota United FC win on 2026-08-19?,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
cs2-imhowe-aritmi-2026-08-19,0xd6bddd4b797766a4787340cdfbc27503a37bcd4644a4c10ef8d2a2993891e7e6,Counter-Strike: IMHOWeRGOAT vs Aritmije (BO3) - CCT Europe Contenders #8 Playoffs,https://hltv.org,True,True,clean_settlement,,2
cs2-imhowe-aritmi-2026-08-19-game1,0xccded31874d694cd2c5868b2a34c0fb2bc6fdb80cc75f4cb91513b0f747b41f9,Counter-Strike: IMHOWeRGOAT vs Aritmije - Map 1 Winner,https://hltv.org,True,True,ambiguous_settlement_vector,"outcomePrices=[0.5, 0.5]",2
cs2-imhowe-aritmi-2026-08-19-game2,0x8086374ab72dd73dc008e118797c99d87b6f697057f861fa03f598d193428f8b,Counter-Strike: IMHOWeRGOAT vs Aritmije - Map 2 Winner,https://hltv.org,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-halftime-result-home,0xc260d564a8dab14a770bc805e810f201fbc955474386e0a4d7f2f48490405b4c,Minnesota United FC leading at halftime?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-exact-score-2-1,0x03007d85bb831c6d9388884253664e8fee56b8ebc80c8a538b8bc15b730c446c,Exact Score: Minnesota United FC 2 - 1 Atlanta United FC?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-exact-score-3-1,0xf0f51ba0ee13874ed5dcbb71dc6e45e4d60cb180a1f5e65448cfda6c9ee7bcc1,Exact Score: Minnesota United FC 3 - 1 Atlanta United FC?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-exact-score-3-3,0xf1df3c6f931e56adc99ce1f51052d4b71bb742a83b27a84eb01d9269efa8b2bb,Exact Score: Minnesota United FC 3 - 3 Atlanta United FC?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-exact-score-3-2,0x67a1e35872e70c565db8833a472167759b9b5413bd0506fcbe6d0a0faa70551c,Exact Score: Minnesota United FC 3 - 2 Atlanta United FC?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-exact-score-0-2,0x61f52000d6fb61c69d6e182d94876cd1ac8272c0be173cf964fa0c206d6a4b10,Exact Score: Minnesota United FC 0 - 2 Atlanta United FC?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-exact-score-2-2,0x6a1bdc3b52367bc0bea388a43caf84a18ea4d531613eaf0a871327f5a5cdcbd5,Exact Score: Minnesota United FC 2 - 2 Atlanta United FC?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-exact-score-0-1,0x2ebddd8b0d9b2f7906bc951b34929b7a5ed66362d297a7d2c7b416e4107d3d46,Exact Score: Minnesota United FC 0 - 1 Atlanta United FC?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-exact-score-2-0,0xa0b4c0fdc6b8b07f0d8fb5117b23973217058eb162dc5fa4b09f2dd5fbab23ee,Exact Score: Minnesota United FC 2 - 0 Atlanta United FC?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-exact-score-0-3,0xe940f22e5fca6f72841c9f0692b8466b8b82eabd757a8eb0a18d3ba0968d1399,Exact Score: Minnesota United FC 0 - 3 Atlanta United FC?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-exact-score-1-0,0x1d856e554ba95f6223da0705a6328dc39fbd20c5ace70099830a4c22a872fdea,Exact Score: Minnesota United FC 1 - 0 Atlanta United FC?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-exact-score-0-0,0xd086e4ce6996d4e390a6693da96e094b7d9515bd0db955dcc2b861c853d2636e,Exact Score: Minnesota United FC 0 - 0 Atlanta United FC?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-exact-score-2-3,0x73f4de27dc8ed55a9b79536b81f58601db90251cf846df28ec4346206ef5fd49,Exact Score: Minnesota United FC 2 - 3 Atlanta United FC?,,True,True,clean_settlement,,2
mlb-lad-col-2026-08-19-first-five-winner-away,0xad5949f44c5b00d0bb1983ff057ed18aa6eadf707fea9430181fba0556008bb1,Los Angeles Dodgers winning after 5 innings?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-second-half-result-home,0xf388b0a4f77c7b1424b4f2aa2f17fb88b257fbd1808ee9a05fa97610aaf7c4c5,Minnesota United FC to win the second half?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-second-half-result-away,0xee0d791970e71a9b735aa2ee5c59c76dee07936fcbd9c468b2a3e1666e4ae715,Atlanta United FC to win the second half?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-exact-score-1-1,0x0f8f0cf3e68d2ad128378839a7872753f64cbd5e2ca53b431d37c6177f9f4c1b,Exact Score: Minnesota United FC 1 - 1 Atlanta United FC?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-exact-score-3-0,0x30438c3adf6249d9f09f17cc8b9ff2742b1ef6e63da1b69bab7d8028cd0c976b,Exact Score: Minnesota United FC 3 - 0 Atlanta United FC?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-halftime-result-draw,0x0130a9f019998c0e113a22b5d605f90311fc64ccc0595e40e1f6a1704e094827,Minnesota United FC vs. Atlanta United FC: Draw at halftime?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-exact-score-any-other,0x44ec351a527d3cbd72e61b367fea0d9a2f9eb1cf57070c2eb18dd99cb9b9385e,Exact Score: Any Other Score?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-exact-score-1-3,0x41398306be4cf2ed3b6ca8796fe482444acda7f19103c2ae351cf3d5a6883668,Exact Score: Minnesota United FC 1 - 3 Atlanta United FC?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-spread-away-1pt5,0x95c6c817dc8587920e990f0e0fcd684d525d496fdf4bf93e4d3963d4d0bd5a7f,Spread: Atlanta United FC (-1.5),https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
