file_path,category,market_id,severity,issue_type,message
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x2547606b0defa595ad3e14c7c1b08cf65e4251fb6264056e5ca09511a394debc,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x8fb5a8e29977b91449e5bc4635367c420bd68085f1a7c92fe0e61fedde83d210,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x801074d91eab7d3496283d863b7ee78c2bc3387ba3a7f2b469094ca62ba2c263,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x8786d0921df73117912c0cd50c7ec398e9df46d9e44dc1d274d29169fb6a32f5,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x546c04b1edb718a5888561fcbdaa628bf3e6a68c4de38bbd40464fcf834981a1,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x69e5df9a42c609907fdde8035986521fa9890873587a6b1cf6bff9a737079d0a,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x939425e485a9cd48c810c245408b53bb37cb77caf3f995b4700ba785009d4dc1,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xd436c20ce30403cc24541c5425370d3e7defcbbc8765cdeeb3fcda8abc1ab5a6,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x3b5f06608c87732bd949bf6233b9a19a9972a80c4c196b0fa5f2be5267b6af9f,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x6e158f2ddbe2dc4096279f2e33b4c8e578aae522af04c6d11cbb4beb65d970d5,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xd4c3e58e8f3d144fd98ffdd82cb724fb35c3904c59fc58121e8a36774d1feacc,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x8aacf02c82b0287c1cd34961549a53a7c588cec81dcfd356210a29e3913e4bd6,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x5ac03b8dc27cc8632deeaa910fa3caadd8e132ee562e04e3536b088c68c9c432,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x2c351a27435e63dea3f446364f74aadcd040ad4ed967d6ce6391b634e9131b89,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xfc22bb63206e6b1ffc5a38ce0eeb42cc9f4cb5711bb47551fad63088a41afee6,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x17379ee134950d9028e30fbf6b4f50fc57410f3b71aa915f927f8b160cd3b4c6,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x7956b0cc6d71871953b119730569b40243e1ecef5170494221bdb2c0aa91db34,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x22f0583605993188b2874cd83249e24090ac34bb37e5c64ecf969afce8b781aa,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xb0f14a9eafe1fd27d535c770711dbb30e60a1a49fdefddd14d750021580c366c,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x037409d4c1fb33c1c0b6ae565952f5c4559b77437f533e52e9278b1cfc897502,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xed57092761b914ad8be62042fc4b89a05f2ab859709c86dc21e3dd9fae0c3400,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xf0ec5d786bb790827547c8c4c31756c1b1c5691d75a88bf5f9bd423af4fc35f4,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x5568ff872170c22550f5ec0b8b27b29fbd1cb8c0579b43d3a5f0cb20daac17df,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x5ec99102be233d52b40605d56709997d37a56ea8ccf521c939cc6329a74cd8e8,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x7d70d15ecc4287704c03210dd09265607a2884527c6035bf2b27f0f4cea398e0,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xb6d62604f25f46b252c53c9c5d818eee1baef303fb41c7d60d07776086e7d70a,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x2463fc3aa38ecc87d6994f0a519511fedecfdd5d98117a53ff844514a941ecb9,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xebdc8494a116aaf365e311b2fd1f0f1d529e97f31cbf997f19b8d47b0d8156fb,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x9f3feba3a189e72d8e7aa88a1f68204ed9aa171802fb08b60d4457af5cbf484e,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x7de6a50afe50b24bb9d8e2f44f67ed6cd823d6a6669fe1ab6b4e7f4c2fe5a2a4,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xe0130d989e0f2402d6cfb006f99bcf65367e63e516227edcc93daeb88d77c0a9,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x77bf4a04f230e8399d0f4737064ad7d67971f0866f4454e2097451f0279965b8,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xb4f3fe8e0c36da5887d1e9e0f8e3768faad4607940c7989d8c11fe894e8827ac,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x319c829c7ae3cc7072e6ea79542473b1533984509ba7499b9caeb337eb283979,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x282ce6c97ce923e33bbe05eaa72d64d1fa9179e72f7a6de7cc30840106d5fb39,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x3eba2dd1a35f14ccd4ba4442baabc92932b22ae99e9480f52d4863e486ab83c0,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x73463cf40eb2c83e845becbf16ad35e0a8a07863194bc76fd3af9a9d630b387f,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xd961e85c58d27699749eaa069e629519e2f4af701a7c2a02a486dca77e101fdc,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xabb68414dc31c89f672d88bf8e82e7f7117032958a86d5330382b74a1d812d90,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x67a633090f9ce7993fe2e310a591444f5a9e1ba74f60b9674ecaf7c42a0c7905,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xda7529b0c94d63cce1ee4492612ab21a2fd1a91f89d3765b1d1f39826157644c,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xd90ba5c65e650a302d2fbb6ab4db16d2f450cdf0fb6fc4dcd53f7a261222a4f0,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x01f4904665ad743fcf3dd5645226688dab6e454221bc76eb95e0df59a094e0bc,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xa23467e95abf6544819a9dcb90b7719846aacf300b991ea07204e1f1649097cb,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x3f67a0bbef53b112984c3fe112b98ade275b2f7aa7e3c44e7bc61ff0ed55d899,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xb0ea65952119275ec1d7a0cbd21192a028c8eb2b7d65cee015df2158980baa79,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x5a49d7be46362712c7e8acf8168911fb88fdfdd5d5a779abec773ea2f3dea69b,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xd9121fe8396b86e4a35fcc812f1ff2699ecf4ccfad909dfba7b269f413d7ee84,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x0b701a510fe36844eb7a9839839b98dead384780e20b9504efcad1ab4b5b79af,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x980a9758f2d181905130fbdd8de12c08b8ea89870c285a74b521fda7b8359061,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xbbdddd29c2a58cea7357d668ebbf9ba25994e9be5a7569e8efc508c9cc936de3,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xd5cc0d96b4b9208f8e85c29b4721404c8ca380223b49f406f8b853ccabd4b3b8,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xf91e30f3750bcccf733b69998b2e0e3e10e8d9b74ace9b4cf30bffde43d7c20a,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x891324f44f3812d99846c07f0597a0b21f6646adbf726e400638b00a2254a6c1,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xb30ffa808f448aecd5585cec7d0e71313a06d10023bfb3f7e397397c52e9c9d0,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x047636a384908c0453899b8510cd3f48cd8edf575e89fc135aad31be722ecb3a,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x827f293f4951c9352e2811d4afb239513c542820ca1eed2983d7989467dd3b05,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x2125bcf270e85ccaa34930e8fa74a2c5490f945011deafae38d8da72a7f28d27,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x8522d2d520ffd521fa613e4850cd5502f02542abfb86b1f16abeb14027ac122e,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xbfa5522abf1fdf7f209f18fb5979cb1147a75035a905f043986093a1136177d4,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x1a5db8f441847f703b169945c9e730c5c69e0b520a84e64f262a7f5ad44079d7,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x0c7dfbff53e100d21228c07c534a052692d98db976331d56e663f1a4e16716e4,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xe1451d5b7be3d9100f9db38425c0a6770ae120095a54ae3473db01bb068396d0,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x4da2837f99843953ec90cb9ff9a74d9f2f61b51398456bcb0712dfb4e95768ac,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xe6ac1c295410795a364a83e56b33f878c106b044171a1c7180f4f46bb8f80847,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x6dc96a131b3c5df0ce9d372de374c29e930c066538d756b63f30bb297e9035d7,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xc66b3e8593fa1f4b3e89ead2141df7c377d199f7532d541b00e49b93ba21f7a7,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xcf3893b185c46bfdb299b2adee0bfe2389b1d0bad97cdcae1bff62ae05ab6a79,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x31b59fbc23858163d308524790b02ae7da664d1e18a1f3c1ef7e993d9dc39a73,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x6540002ac8e1d57e7b2343f2764269e10c54c247515535484f16b7c3244fabf4,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xb3537d6d6c2973fad9bde650c2c52726325c38a5f6fb260778b9d1c27ab7d2ac,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x2873535c23f6c2c15ebc7d0a192485dd640e4545074c8594fdcfbd8259ebfa4d,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xaf528bdce5503c286099347e76b8a9cdc6ae1e2d6964baad0420b8521f74ceba,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x5d9d11eafdc9589207bda455df329a670162b3d74947df1b6029c996f61aeaf1,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x329f025f2ceacb326801eeb79d8213c15881b8c0c36fb8454963b1aab5c147eb,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x94e700ae65b5b4390f88bc0d686bc001b9bb6451afac2e919eebc41b10b6ebab,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xea27766c15ef7379f3735b78780ccfaecf75ae2773be1592b7e29d60cffa0302,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xcd387522cc94fc0db7e616772e8a5a1f62a8ea244e20d6a0c9bdbb1eb16bb775,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x55476d9e1e24af3314ceec80965a2b2c0260e293239e0fc86ab2bfb39218a657,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x5a3508fc370868e736bfa06658d7239e6a2dea9c150d719de779686d1a562c38,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x982b31e4bb894eafa41d779ab1224a116cb3d703fb60fd6a8da1d2aa5f4ba0b2,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x1008fd24fa3a3d237b661cbaaad5af8c61844308e576fcf35b14d41d4799f31e,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xccc66f17c8b1489640f47506186d79d8ee341af48f8bcf3f85bbd9eaf0c38b8c,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xa219586c13a1794a77067ae24a713cb406125cc674554550f3e7ef2d7c6ced26,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x20a323c4d8d3bcc173dbdfe70236703add72e30ea393fb3115080ad0d287f563,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x5dda9249eaebf38302d060595a3ee053abe39c2a1a766063122e906d75467f94,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x3f107007ad9a5726d4fd255cd456b170c44b4d9cf82957525d85d429b4edea51,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xc4cf56127e1712fb9bada22191cdf65eb4f8312038d2b038405cd8fb2bd3b8e7,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x5176645e0ec7ca9f4aedcfad0b6b6670556f6b419b8bc7b8f86aa31b31266e1c,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x181da8801c4d94b14caa0318af9c4ca4dee733d6687d25670bf74b4a810b1b5d,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x01078120d65863f1b7a2ecf23d58735cb7262ededa8c0520fe812be7d91176e4,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x671fbf284f152b358244cec71607a7e67cf47ddc3f441a26fc5d82049cd79738,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x8a0837f121f5213f5d54a968aaaed0309f6147627f68d3fa821ff83d4290be90,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x5a67800ec432d79d6899c151f2c5f752bb08ae36902bb063898514b1329cf8e9,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x49e385075393f5c2eb05362d10b0d3ae3c60dfa90ed3a371038b5cdedcf7fa20,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x60187fc99b15c5ae0a0d449da4cce822b1bcf7f07739d679695a6bfabae30449,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xeda771d62f5a0351c8292bd05eba8fe8426e7c4513d240561de6a37514534ead,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x294ee7009f1136f0aa6d3878801cda5539f3f720feb50449ad426dc767b6eeda,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xbd777221577820ad1d8f60eb9167c6216ab3a5c0c3fa721ab899fd7a1d711068,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x96b7a72092cf8e68d08beccd0fc0f1c51962a39de30aeb5675ebbce88a32294b,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x24346b60fd0e769ea62f2f79f7c0f65a4396f43f3fd59fe76d8898e6f838a7c3,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x171f8dbeeb60970190f590b1cb548baba2cefd95f4eb3a5b9c021f2b162bf408,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x7d8b566c7cb811dbf849857bd5e61a65caee2509aa56bd8f4888f90159bb173d,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x535813edfb914e0077f0160026a2331b981a1fcab88ad95e28b96b12c97f73ad,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x57d4ae9f1f14ea4da864453cc6bd0c14b75a036d5458210d3e0ba81538b97c39,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x9ecd0e18f7a531f4fb54eb60b64685f6994f649db72026564afaad4c3a09f33a,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x7de8d2f4a1f49f8478e723e2999c864e7904e565f4d93654c04e1f3dc08c8071,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x29fb35940b754af2146dd6cc2f6eb871b65cf4f7e33a7e606337a2e7b08b19d6,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x826181fb9e8f71bf4ddd4a5cba576535fe4e8679941f970a2cf87f87ab746998,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x1f8874a6262eacebcdbc48eba9adadf574269ec9ae3d7b4ddd7170c39d359881,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x36d8e9ece7657ff2105658f274e45ed4a1ce7a4e5cd5ca926783ce844e60aa5c,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x90b78ded1ac1390d5cf26b826014eb1149fb3a90e8bdab3e8b62557432008097,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x45b1f1483ed250b61d7e1b039189ac9dcb0296f17e3e0ab3e21cc1ce3aa15043,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x77f0d4d4a98d9413e4c97b155682867b3bcf5bb87e4624ba49e52b840fce039a,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xc427e880d1ba695ab771eaef34fd42aadebd7369b52b22a6884ab8d339c6eca4,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x6e42c63a99728c9140564000b22cf6cf7ce7da90ab6d8717430204ba3830673c,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xd49491dff70b9fdcf4f1e8de8c8085f4268dc7c93c7f3a2df943da84b747e9ef,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0xb94e1a1609e7381d73e999a1a33428dd72b61292cdbdc7bf5d2995f3ae08322d,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x942073f917f3c0e0003d95ed900a0923c78b5ddc9f20bb8cf5c0ed7e851a0874,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x8b013a5041aa2c2cd331994bd26657f547a73fde39da6f979dbfc4b1ce11cd79,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x297fd2e7030dd5b987eabc70835820338ac4445eb4de2f02ec636408c450e5e5,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x71a108c5bd732a4b65096bfb88cf4f51f301a8527d311738f36b6ae478b6e52f,medium,single_timestamp_market,Market has only one snapshot timestamp
outputs/polymarket_fixed/all/ml/raw_market_snapshots.csv,all,0x04463edb8d8d7a648e21e3289ed9528c7ca3e8a67583b7457babdc380f4ccb92,medium,single_timestamp_market,Market has only one snapshot timestamp
