holdout_roi_ci_low,holdout_roi_ci_high,rule_family,rule_value,family,outcome,rows,markets,roi,profit_usdc_per_1_stake,win_rate,avg_entry_price,dev_rows,dev_markets,dev_roi,dev_profit_usdc_per_1_stake,dev_win_rate,holdout_rows,holdout_markets,holdout_roi,holdout_profit_usdc_per_1_stake,holdout_win_rate,promotable,promotion_reason
0.0,0.0,family_price_time,tennis_tennis_winner|price=0.40-0.60|time=1-6h,tennis_tennis_winner,boyer,16,8,0.0,0.0,0.5,0.5,12,6,0.0,0.0,0.5,4,2,0.0,0.0,0.5,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-0.0033003300330033034,0.06382978723404253,family,tennis_tennis_total,tennis_tennis_total,under,64,8,-0.009853251391139989,-0.6306080890329593,0.5,0.5,38,5,-0.01786999322918329,-0.6790597427089651,0.5,26,3,0.001863525141384838,0.04845165367600579,0.5,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-0.0033003300330033034,0.06382978723404253,family_price,tennis_tennis_total|price=0.40-0.60,tennis_tennis_total,under,62,7,0.0001427047303220347,0.008847693279966151,0.5,0.5,36,4,-0.0011001100110011011,-0.03960396039603964,0.5,26,3,0.001863525141384838,0.04845165367600579,0.5,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-0.006600660066006607,-0.006600660066006607,family_time,tennis_tennis_total|time=6-24h,tennis_tennis_total,under,36,6,-0.0033003300330033034,-0.11881188118811892,0.5,0.4999999999999999,24,4,-0.0016501650165016517,-0.03960396039603964,0.5,12,2,-0.006600660066006607,-0.07920792079207928,0.5,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-0.006600660066006607,-0.006600660066006607,family_price_time,tennis_tennis_total|price=0.40-0.60|time=6-24h,tennis_tennis_total,under,36,6,-0.0033003300330033034,-0.11881188118811892,0.5,0.4999999999999999,24,4,-0.0016501650165016517,-0.03960396039603964,0.5,12,2,-0.006600660066006607,-0.07920792079207928,0.5,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-0.06227106227106224,0.0,family_price_time,tennis_tennis_set|price=0.40-0.60|time=1-6h,tennis_tennis_set,under,46,23,-0.0040444452640029235,-0.1860444821441345,0.5,0.5,32,16,0.0032673065141923738,0.10455380845415596,0.5,14,7,-0.020757020757020746,-0.29059829059829045,0.5,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-0.06537530266343825,0.0,family_price_time,tennis_tennis_set|price=0.40-0.60|time=6-24h,tennis_tennis_set,under,68,14,0.0015375560066787674,0.10455380845415618,0.5,0.5,50,9,0.008192771084337353,0.4096385542168677,0.5,18,5,-0.016949152542372885,-0.30508474576271194,0.5,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-0.06873265804165413,0.0,family_price,tennis_tennis_set|price=0.40-0.60,tennis_tennis_set,under,118,23,-0.000690598929576093,-0.08149067368997898,0.5,0.5,86,16,0.00597898096129097,0.5141923626710234,0.5,32,7,-0.018615094886281325,-0.5956830363610024,0.5,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-0.09611854183057958,0.09731182795698926,family_time,tennis_tennis_set|time=1-6h,tennis_tennis_set,under,60,30,0.03228540253247931,1.9371241519487583,0.5,0.5,40,20,0.05527562947000544,2.2110251788002175,0.5,20,10,-0.013695051342572973,-0.27390102685145945,0.5,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-0.09713062666264947,0.037037037037037035,family,tennis_tennis_set,tennis_tennis_set,under,140,30,0.020637497918677625,2.8892497086148676,0.5,0.5,98,20,0.04301370325760784,4.215342919245568,0.5,42,10,-0.031573647872159535,-1.3260932106307006,0.5,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-0.12474336141516419,-0.009134406263592871,family_time,tennis_tennis_set|time=6-24h,tennis_tennis_set,under,76,18,0.012527967850869865,0.9521255566661098,0.5,0.5,54,11,0.0371169951934324,2.00431774044535,0.5,22,7,-0.04782691744451093,-1.0521921837792405,0.5,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-0.6,0.9458469966944544,family_outcome_price,tennis_tennis_set|outcome=over|price=0.40-0.60,tennis_tennis_set,over,41,19,0.051200785801860604,2.099232217876285,0.5365853658536586,0.510609756097561,29,13,0.02396259497369959,0.6949152542372881,0.5172413793103449,12,6,0.11702641363658313,1.4043169636389976,0.5833333333333334,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-0.6102991071768948,0.9158940557245643,family_outcome,tennis_tennis_set|outcome=over,tennis_tennis_set,over,48,23,0.18888267433564643,9.066368368111029,0.5625,0.4891666666666666,33,15,0.23891738262709855,7.884273626694252,0.5757575757575758,15,8,0.07880631609445168,1.1820947414167753,0.5333333333333333,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-0.8571428571428571,0.5384615384615384,family_outcome,tennis_tennis_set|outcome=under,tennis_tennis_set,under,48,23,-0.12432957636999613,-5.967819665759814,0.4375,0.5108333333333334,33,15,-0.126688572471705,-4.1807228915662655,0.42424242424242425,15,8,-0.11913978494623655,-1.7870967741935482,0.4666666666666667,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-1.0,0.9933993399339934,family_outcome,tennis_tennis_total|outcome=under,tennis_tennis_total,under,32,8,0.9138041355155926,29.241732336498963,0.96875,0.50921875,19,5,0.9642600135416334,18.320940257291035,1.0,13,3,0.8400609291698401,10.92079207920792,0.9230769230769231,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-1.0,0.9933993399339934,family_outcome_price,tennis_tennis_total|outcome=under|price=0.40-0.60,tennis_tennis_total,under,31,7,0.9316512296390931,28.881188118811885,0.967741935483871,0.5019354838709679,18,4,0.9977997799779978,17.96039603960396,1.0,13,3,0.8400609291698401,10.92079207920792,0.9230769230769231,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-1.0,0.6394544110730364,family_price,tennis_tennis_set|price=0.60-0.80,tennis_tennis_set,under,11,7,-0.27104276316323345,-2.9814703947955676,0.45454545454545453,0.6359090909090909,6,4,-0.7455470737913487,-4.473282442748092,0.16666666666666666,5,3,0.2983624095905049,1.4918120479525245,0.8,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-1.0,0.6260162601626016,family_price_time,tennis_tennis_set|price=0.60-0.80|time=1-6h,tennis_tennis_set,under,7,7,-0.3191947081112912,-2.234362956779038,0.42857142857142855,0.6399999999999999,4,4,-0.6183206106870229,-2.4732824427480917,0.25,3,3,0.07963982865635111,0.23891948596905332,0.6666666666666666,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-1.0,0.6064516129032259,family_outcome_price,tennis_tennis_set|outcome=under|price=0.60-0.80,tennis_tennis_set,under,7,4,-0.5410138248847927,-3.7870967741935484,0.2857142857142857,0.6364285714285715,4,2,-1.0,-4.0,0.0,3,2,0.07096774193548394,0.21290322580645182,0.6666666666666666,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-1.0,1.7777777777777777,family_price_time,tennis_tennis_set|price=0.20-0.40|time=1-6h,tennis_tennis_set,over,7,7,0.6225045129817044,4.357531590871931,0.5714285714285714,0.36,4,4,1.1449384532735385,4.579753813094154,0.75,3,3,-0.07407407407407411,-0.22222222222222232,0.3333333333333333,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-1.0,1.7777777777777777,family_outcome_price,tennis_tennis_set|outcome=over|price=0.20-0.40,tennis_tennis_set,over,7,4,0.9953051643192489,6.967136150234742,0.7142857142857143,0.3635714285714285,4,2,1.797339593114241,7.189358372456964,1.0,3,2,-0.07407407407407411,-0.22222222222222232,0.3333333333333333,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-1.0,0.6,family_outcome_price,tennis_tennis_set|outcome=under|price=0.40-0.60,tennis_tennis_set,under,41,19,-0.053188363208933304,-2.1807228915662655,0.4634146341463415,0.48939024390243896,29,13,-0.006231823847112574,-0.18072289156626464,0.4827586206896552,12,6,-0.16666666666666666,-2.0,0.4166666666666667,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-1.0,1.7777777777777777,family_price,tennis_tennis_set|price=0.20-0.40,tennis_tennis_set,over,11,7,0.5411100706454921,5.952210777100413,0.5454545454545454,0.3640909090909091,6,4,1.362405499887106,8.174432999322637,0.8333333333333334,5,3,-0.4444444444444445,-2.2222222222222223,0.2,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-1.0,1.127659574468085,family_outcome,tennis_tennis_total|outcome=over,tennis_tennis_total,over,32,8,-0.9335106382978724,-29.872340425531917,0.03125,0.49078124999999995,19,5,-1.0,-19.0,0.0,13,3,-0.8363338788870703,-10.872340425531915,0.07692307692307693,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-1.0,1.127659574468085,family_outcome_price,tennis_tennis_total|outcome=over|price=0.40-0.60,tennis_tennis_total,over,31,7,-0.9313658201784489,-28.872340425531917,0.03225806451612903,0.4980645161290322,18,4,-1.0,-18.0,0.0,13,3,-0.8363338788870703,-10.872340425531915,0.07692307692307693,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
-1.0,-1.0,family_price_time,tennis_tennis_set|price=0.20-0.40|time=6-24h,tennis_tennis_set,over,4,4,0.39866979655712054,1.5946791862284821,0.5,0.37124999999999997,2,2,1.797339593114241,3.594679186228482,1.0,2,2,-1.0,-2.0,0.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome_price,unknown|outcome=yes|price=0.20-0.40,unknown,yes,46,5,2.0903785526894034,96.15741342371255,1.0,0.3309782608695652,45,4,2.0751961892900486,93.38382851805218,1.0,1,1,2.773584905660377,2.773584905660377,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome,crypto_xrp_updown_5m|outcome=down,crypto_xrp_updown_5m,down,8,2,1.0202020202020206,8.161616161616164,1.0,0.49500000000000005,4,1,1.0202020202020203,4.080808080808081,1.0,4,1,1.0202020202020203,4.080808080808081,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome_price,crypto_xrp_updown_5m|outcome=down|price=0.40-0.60,crypto_xrp_updown_5m,down,8,2,1.0202020202020206,8.161616161616164,1.0,0.49500000000000005,4,1,1.0202020202020203,4.080808080808081,1.0,4,1,1.0202020202020203,4.080808080808081,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome,crypto_btc_updown_15m|outcome=down,crypto_btc_updown_15m,down,4,1,1.0202020202020203,4.080808080808081,1.0,0.495,0,0,0.0,0.0,0.0,4,1,1.0202020202020203,4.080808080808081,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome_price,crypto_btc_updown_15m|outcome=down|price=0.40-0.60,crypto_btc_updown_15m,down,4,1,1.0202020202020203,4.080808080808081,1.0,0.495,0,0,0.0,0.0,0.0,4,1,1.0202020202020203,4.080808080808081,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome,tennis_match|outcome=yes,tennis_match,yes,7,2,1.0,7.0,1.0,0.5,4,1,1.0,4.0,1.0,3,1,1.0,3.0,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome_price,tennis_match|outcome=yes|price=0.40-0.60,tennis_match,yes,7,2,1.0,7.0,1.0,0.5,4,1,1.0,4.0,1.0,3,1,1.0,3.0,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome,crypto_updown_5m|outcome=down,crypto_updown_5m,down,24,6,1.0,24.0,1.0,0.5,20,5,1.0,20.0,1.0,4,1,1.0,4.0,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome_price,crypto_updown_5m|outcome=down|price=0.40-0.60,crypto_updown_5m,down,24,6,1.0,24.0,1.0,0.5,20,5,1.0,20.0,1.0,4,1,1.0,4.0,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome,tennis_tennis_winner|outcome=boyer,tennis_tennis_winner,boyer,4,1,1.0,4.0,1.0,0.5,0,0,0.0,0.0,0.0,4,1,1.0,4.0,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome_price,tennis_tennis_winner|outcome=boyer|price=0.40-0.60,tennis_tennis_winner,boyer,4,1,1.0,4.0,1.0,0.5,0,0,0.0,0.0,0.0,4,1,1.0,4.0,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome,tennis_tennis_winner|outcome=melo/molteni,tennis_tennis_winner,melo/molteni,4,1,1.0,4.0,1.0,0.5,0,0,0.0,0.0,0.0,4,1,1.0,4.0,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome_price,tennis_tennis_winner|outcome=melo/molteni|price=0.40-0.60,tennis_tennis_winner,melo/molteni,4,1,1.0,4.0,1.0,0.5,0,0,0.0,0.0,0.0,4,1,1.0,4.0,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome,tennis_tennis_set|outcome=nys/roger-vasselin,tennis_tennis_set,nys/roger-vasselin,8,2,1.0,8.0,1.0,0.5,4,1,1.0,4.0,1.0,4,1,1.0,4.0,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome_price,tennis_tennis_set|outcome=nys/roger-vasselin|price=0.40-0.60,tennis_tennis_set,nys/roger-vasselin,8,2,1.0,8.0,1.0,0.5,4,1,1.0,4.0,1.0,4,1,1.0,4.0,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome_price,unknown|outcome=yes|price=0.40-0.60,unknown,yes,46,5,1.0162832402645416,46.749029052168915,1.0,0.5013043478260869,38,4,1.036042082528982,39.369599136101314,1.0,8,1,0.9224287395084504,7.379429916067603,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome,unknown|outcome=yes,unknown,yes,135,5,1.6264385537808546,219.56920476041537,1.0,0.4822962962962964,108,4,1.859004597669261,200.7724965482802,1.0,27,1,0.696174378227229,18.796708212135183,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome,tennis_tennis_set|outcome=over_2.5,tennis_tennis_set,over_2.5,13,4,-0.6303364323540014,-8.194373620602018,0.23076923076923078,0.5288461538461539,11,3,-0.861207494795281,-9.473282442748092,0.09090909090909091,2,1,0.6394544110730364,1.2789088221460727,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome_price,tennis_tennis_set|outcome=over_2.5|price=0.60-0.80,tennis_tennis_set,over_2.5,3,2,0.601875459799327,1.805626379397981,1.0,0.625,1,1,0.5267175572519083,0.5267175572519083,1.0,2,1,0.6394544110730364,1.2789088221460727,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_price_time,unknown|price=0.60-0.80|time=3-7d,unknown,no,37,4,-0.6540936901159536,-24.201466534290283,0.21621621621621623,0.6536486486486488,29,3,-1.0,-29.0,0.0,8,1,0.5998166832137148,4.798533465709719,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_outcome_price,unknown|outcome=yes|price=0.60-0.80,unknown,yes,27,4,0.4804052797983906,12.970942554556546,1.0,0.6809259259259257,13,3,0.39333174075002825,5.113312629750367,1.0,14,1,0.5612592803432984,7.857629924806178,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_price,unknown|price=0.60-0.80,unknown,no,76,5,-0.4740665453347823,-36.029057445443456,0.35526315789473684,0.6705263157894733,60,4,-0.6981114561708271,-41.88668737024963,0.21666666666666667,16,1,0.3661018703003861,5.857629924806178,0.875,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
nan,nan,family_price_time,unknown|price=0.80-0.95|time=6-24h,unknown,yes,3,2,0.21259639654288484,0.6377891896286545,1.0,0.8249999999999998,1,1,0.21212121212121215,0.21212121212121215,1.0,2,1,0.21283398875372117,0.42566797750744234,1.0,False,"needs dev_rows>=20, dev_markets>=5, holdout_rows>=6, holdout_markets>=4, avg_entry_price>=0.05, dev_roi>=2.00%, holdout_roi>=2.00%, holdout_roi_ci_low>=0.00%"
